Result,Trial,Arena,Assay,ChDate,Sex,LizID,LizID_nums,LizID_etho,Trt,TotalDist,Velocity,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial   219,Arena 1,Social,CH3_23.12.15_DVR1,F,ld0074,0074,74,Low,862.378,0.845501,0,0,NA,0,0,NA,27,216.12,36.08,0,51,150,180.04,7,151.52,287.2,17,364.76,285.96,38,467.64,180.04,1,1020,180.04
Result 1,Trial   219,Arena 2,Social,CH3_23.12.15_DVR1,M,ld0051,0051,51,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   219,Arena 3,Social,CH3_23.12.15_DVR1,F,ld003,003,3,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   219,Arena 4,Social,CH3_23.12.15_DVR1,M,ld0137,0137,137,High,178.93,0.149109,0,0,NA,2,19.96,1026.04,1,41.6,41.6,1158.44,5,1031.4,0,3,73.52,1033.72,5,32.48,1024.92,3,1052.44,0,1,1200.04,0
Result 1,Trial   220,Arena 1,Social,CH4_23.12.15_DVR1,M,ld0075,0075,75,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   220,Arena 2,Social,CH4_23.12.15_DVR1,F,ld0083,0083,83,High,783.941,0.779265,11,36.52,639.48,30,97.92,456,44,550.56,356.56,0,52,133.84,305.96,8,309.48,428.48,17,95.72,337.84,53,244.28,305.96,1,1006.04,194
Result 1,Trial   220,Arena 3,Social,CH4_23.12.15_DVR1,F,ld0124,0124,124,High,361.347,0.593774,3,22.92,719.72,6,9.8,717.28,10,757.6,166.16,0,17,161.16,591.88,3,122.12,679.56,6,46.64,673.84,12,273.68,591.88,1,608.6,591.44
Result 1,Trial   220,Arena 4,Social,CH4_23.12.15_DVR1,F,ld0093,0093,93,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   221,Arena 1,Social,CH1_24.12.15_DVR1,F,ld0050,0050,50,Low,504.246,0.480912,2,1.48,676.44,7,23.96,667.8,47,334.36,183,194.52,61,320.48,191.84,6,195.56,665.64,11,30.48,661.88,53,639.64,0,1,1048.68,0
Result 1,Trial   221,Arena 2,Social,CH1_24.12.15_DVR1,M,ld0151,0151,151,High,135.716,1.12273,0,0,NA,1,11.72,1188.32,5,1080.76,1.64,0,5,2.04,1079.52,1,11.28,1188.76,3,25.28,1087.16,7,82.72,1079.52,1,120.92,1079.12
Result 1,Trial   221,Arena 3,Social,CH1_24.12.15_DVR1,F,ld0019,0019,19,High,408.238,0.340198,3,4.8,257.76,5,10.24,255.64,16,706.92,706.92,93.04,36,126.2,92.8,5,80.6,78.68,16,65.44,76.08,27,347.08,0,1,1200.04,0
Result 1,Trial   221,Arena 4,Social,CH1_24.12.15_DVR1,F,ld0112,0112,112,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   222,Arena 1,Social,CH2_24.12.15_DVR1,M,ld0018,0018,18,High,232.816,0.558472,0,0,NA,0,0,NA,7,797.4,14.44,0,17,62.56,0,2,245.92,888.6,4,14.56,847.76,10,142.16,0,2,417.08,0
Result 1,Trial   222,Arena 2,Social,CH2_24.12.15_DVR1,F,ld0031,0031,31,Low,436.012,0.503292,3,4.36,403.36,10,38.96,355.72,0,333.52,0,0,6,32.16,0,5,752.68,358.48,9,57.76,354.68,6,56.08,0,2,866.52,0
Result 1,Trial   222,Arena 3,Social,CH2_24.12.15_DVR1,F,ld0029,0029,29,Low,7.87E-13,6.55E-16,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   222,Arena 4,Social,CH2_24.12.15_DVR1,F,ld0038,0038,38,High,712.26,0.59355,3,59.28,360.64,9,77.12,347.08,8,35.92,35.92,250.76,23,411.92,0,11,363.12,265.36,18,176.76,257.8,16,624.24,0,1,1200.04,0
Result 1,Trial   223,Arena 1,Social,CH3_24.12.15_DVR1,F,ld0074,0074,74,Low,961.31,0.950137,3,2.68,283.64,7,97.96,280.04,59,235.08,46.84,0,84,311.04,192.32,10,200.76,282.36,21,258.08,272.24,70,506.12,192.32,1,1011.8,188.24
Result 1,Trial   223,Arena 2,Social,CH3_24.12.15_DVR1,M,ld0051,0051,51,High,175.919,0.31851,0,0,NA,1,89.76,980.04,21,702.52,54.84,0,21,234.48,647.92,2,54.44,1080.68,5,141.2,971.52,24,301.88,647.92,1,552.36,647.68
Result 1,Trial   223,Arena 3,Social,CH3_24.12.15_DVR1,F,ld003,003,3,Low,19.1773,0.0414233,0,0,NA,0,0,NA,6,814.88,77.84,0,6,385.16,737.24,0,0,NA,0,0,NA,6,385.16,737.24,1,463,737.04
Result 1,Trial   223,Arena 4,Social,CH3_24.12.15_DVR1,M,ld0137,0137,137,High,419.837,0.352804,2,3.32,688.08,7,73.32,347.32,26,324.88,315,354.88,39,541.12,0,5,146.44,260.36,11,103.88,259.52,33,624.84,0,1,1190.16,0
Result 1,Trial   224,Arena 1,Social,CH4_24.12.15_DVR1,M,ld0075,0075,75,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   224,Arena 2,Social,CH4_24.12.15_DVR1,F,ld0083,0083,83,High,600.847,0.500706,7,172.6,612.92,11,133.48,592.68,53,57.8,57.8,117.32,59,468.92,0,6,409.96,474.64,13,76.6,466.12,61,655.68,0,1,1200.04,0
Result 1,Trial   224,Arena 3,Social,CH4_24.12.15_DVR1,F,ld0124,0124,124,High,257.533,0.358342,2,3.68,532.16,5,14.92,502.28,13,575.6,94.28,0,16,400.16,481.32,5,112.92,502.2,7,35.36,501,15,476.16,481.32,1,718.72,481.32
Result 1,Trial   224,Arena 4,Social,CH4_24.12.15_DVR1,F,ld0093,0093,93,Low,216.477,0.869247,0,0,NA,1,7.76,959.28,3,960.44,9.48,0,4,36.2,951,2,116.6,985.8,7,48.8,957.8,7,74.2,951,1,249.08,950.96
Result 1,Trial   225,Arena 1,Social,CH1_25.12.15_DVR1,F,ld0050,0050,50,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   225,Arena 2,Social,CH1_25.12.15_DVR1,M,ld0151,0151,151,High,41.1231,0.35809,1,11.36,1160.44,2,4.04,1157.12,6,1128.04,43,0,9,49.24,1057.52,1,12.36,1160.16,1,5.24,1153.16,7,52.64,1057.52,1,115,1057.52
Result 1,Trial   225,Arena 3,Social,CH1_25.12.15_DVR1,F,ld0019,0019,19,High,288.934,0.240778,3,2.12,839.04,9,27.56,835.48,13,91.72,91.72,881.76,16,897.92,0,5,111.68,799.88,9,40.52,794.32,17,956.12,0,1,1200.04,0
Result 1,Trial   225,Arena 4,Social,CH1_25.12.15_DVR1,F,ld0112,0112,112,High,31.5768,0.0265351,0,0,NA,0,0,NA,0,9.88,0,NA,1,951.2,238.96,0,0,NA,1,219.32,0,1,970.84,219.32,1,1190.16,0
Result 1,Trial   226,Arena 1,Social,CH2_25.12.15_DVR1,M,ld0018,0018,18,High,55.56,0.0463,0,0,NA,1,12.36,1138.32,0,0,0,NA,1,1135.52,0,1,59.8,1140.24,1,4.36,1135.88,1,1135.88,0,1,1200.04,0
Result 1,Trial   226,Arena 2,Social,CH2_25.12.15_DVR1,F,ld0031,0031,31,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   226,Arena 3,Social,CH2_25.12.15_DVR1,F,ld0029,0029,29,Low,233.388,0.49763,0,0,NA,0,0,NA,9,762.56,31.56,0,13,83.52,745.28,2,51.72,840.4,4,16.96,835.8,11,368.8,745.28,1,469.04,731
Result 1,Trial   226,Arena 4,Social,CH2_25.12.15_DVR1,F,ld0038,0038,38,High,124.874,0.510691,0,0,NA,1,16.04,1098.72,5,1014.68,59.2,0,7,55,955.96,2,85.88,1023,3,34,1017.76,5,65.48,955.96,1,244.56,955.48
Result 1,Trial   227,Arena 1,Social,CH3_25.12.15_DVR1,F,ld0074,0074,74,Low,540.706,0.702252,2,1.52,782.92,6,85.48,759.8,35,545.48,115.44,0,54,202,430.36,10,85.88,768.4,15,130.68,755.76,39,438,430.36,1,770,430.04
Result 1,Trial   227,Arena 2,Social,CH3_25.12.15_DVR1,M,ld0051,0051,51,High,188.192,0.156827,0,0,NA,0,0,NA,5,1.04,1.04,878.56,5,255,879.64,1,52.48,1147.56,2,54.4,807.16,7,1092.12,0,1,1200.04,0
Result 1,Trial   227,Arena 3,Social,CH3_25.12.15_DVR1,F,ld003,003,3,Low,0.000646956,1.62E-06,0,0,NA,0,0,NA,4,1199.72,399.04,0,3,0.32,801.6,0,0,NA,0,0,NA,3,0.32,801.6,1,399.36,800.68
Result 1,Trial   227,Arena 4,Social,CH3_25.12.15_DVR1,M,ld0137,0137,137,High,244.752,0.20396,6,55.68,987.04,11,21.08,986.84,0,0,0,NA,2,1008.4,0,5,150.64,987.04,7,36.04,986.68,3,1013.36,0,1,1200.04,0
Result 1,Trial   228,Arena 1,Social,CH4_25.12.15_DVR1,M,ld0075,0075,75,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   228,Arena 2,Social,CH4_25.12.15_DVR1,F,ld0083,0083,83,High,175.77,0.409033,4,33,984.32,7,167.44,948.88,7,770.8,0.52,0,12,21.68,770.28,2,282.16,905.12,3,21.72,889.88,9,125.36,770.28,1,429.76,770.28
Result 1,Trial   228,Arena 3,Social,CH4_25.12.15_DVR1,F,ld0124,0124,124,High,108.207,0.74708,0,0,NA,0,0,NA,11,1060.28,5.12,0,12,60.44,1055.2,1,47.88,1078.88,2,7.12,1074.2,12,84.76,1055.2,1,144.88,1055.16
Result 1,Trial   228,Arena 4,Social,CH4_25.12.15_DVR1,F,ld0093,0093,93,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   229,Arena 1,Social,CH1_26.12.15_DVR1,F,ld0050,0050,50,Low,513.798,0.683679,7,79.04,377.44,20,156.6,370.68,24,524.96,76.6,0,34,33.36,314.56,7,469.44,375.84,11,98.96,368.52,28,106.68,314.56,1,751.68,314.08
Result 1,Trial   229,Arena 2,Social,CH1_26.12.15_DVR1,M,ld0151,0151,151,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   229,Arena 3,Social,CH1_26.12.15_DVR1,F,ld0019,0019,19,High,84.4113,0.0947888,1,0.16,366.88,4,30.16,362.32,5,1078.68,769.2,0,6,57.84,309.48,1,32.12,364.68,2,30.32,357.96,6,58.92,309.48,1,890.56,309.48
Result 1,Trial   229,Arena 4,Social,CH1_26.12.15_DVR1,F,ld0112,0112,112,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   230,Arena 1,Social,CH2_26.12.15_DVR1,M,ld0018,0018,18,High,253.367,0.621302,3,57.88,917,9,124.56,862.04,5,795.48,3.28,0,11,42.56,792.2,4,205.88,860.08,7,98.92,805.28,9,99.76,792.2,1,407.84,792.2
Result 1,Trial   230,Arena 2,Social,CH2_26.12.15_DVR1,F,ld0031,0031,31,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   230,Arena 3,Social,CH2_26.12.15_DVR1,F,ld0029,0029,29,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   230,Arena 4,Social,CH2_26.12.15_DVR1,F,ld0038,0038,38,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   231,Arena 1,Social,CH3_26.12.15_DVR1,F,ld0074,0074,74,Low,907.976,0.920793,1,3.4,789.6,6,65.12,362,61,313.56,99.64,0,80,262.16,213.96,7,123.36,583.08,20,273.72,350.16,73,489.4,213.96,1,986.12,213.92
Result 1,Trial   231,Arena 2,Social,CH3_26.12.15_DVR1,M,ld0051,0051,51,High,15.0389,0.0125324,0,0,NA,0,0,NA,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,1,1200.04,0
Result 1,Trial   231,Arena 3,Social,CH3_26.12.15_DVR1,F,ld003,003,3,Low,330.361,0.376849,1,3.52,705.76,10,63.16,462.8,17,523.84,200.48,0,20,380.92,462.32,3,231.28,465.16,5,20.76,462.44,19,424.16,462.32,1,876.68,323.36
Result 1,Trial   231,Arena 4,Social,CH3_26.12.15_DVR1,M,ld0137,0137,137,High,230.196,0.46493,3,12.48,913.48,7,14.96,912.28,7,940.96,236.24,0,10,42.68,887.56,1,104,913.76,4,37.2,902.24,10,117.88,887.56,2,495.32,514.52
Result 1,Trial   232,Arena 1,Social,CH4_26.12.15_DVR1,M,ld0075,0075,75,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   232,Arena 2,Social,CH4_26.12.15_DVR1,F,ld0083,0083,83,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   232,Arena 3,Social,CH4_26.12.15_DVR1,F,ld0124,0124,124,High,351.217,0.770416,3,1.2,764.08,7,18.68,761.4,17,934.64,190.52,0,21,49.4,755.28,3,64.68,763.72,6,42.64,757.68,19,158.08,755.28,1,455.92,744.12
Result 1,Trial   232,Arena 4,Social,CH4_26.12.15_DVR1,F,ld0093,0093,93,Low,524.917,0.771029,1,12.6,545.12,3,18.44,536.48,6,713.84,194.64,0,13,63,519.2,10,207.2,539.44,15,94.6,532.88,12,184.4,519.2,1,680.84,519.2
Result 1,Trial   233,Arena 1,Social,CH1_27.12.15_DVR1,F,ld0050,0050,50,Low,296.662,0.759737,1,0.16,1125.84,6,34.48,973.92,7,832.32,22.8,0,12,42.16,809.52,4,211.68,885.92,8,70.16,871.96,11,85.88,809.52,1,390.52,809.52
Result 1,Trial   233,Arena 2,Social,CH1_27.12.15_DVR1,M,ld0151,0151,151,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   233,Arena 3,Social,CH1_27.12.15_DVR1,F,ld0019,0019,19,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   233,Arena 4,Social,CH1_27.12.15_DVR1,F,ld0112,0112,112,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   234,Arena 1,Social,CH2_27.12.15_DVR1,M,ld0018,0018,18,High,253.837,0.355175,1,22.4,954.56,5,280.68,611.48,2,485.32,0.12,0,19,74.28,475.4,2,562.92,587.36,2,55.04,572.2,2,96.76,475.4,1,714.84,475.32
Result 1,Trial   234,Arena 2,Social,CH2_27.12.15_DVR1,F,ld0031,0031,31,Low,9.00E-13,7.50E-16,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   234,Arena 3,Social,CH2_27.12.15_DVR1,F,ld0029,0029,29,Low,0.353169,0.000296781,0,0,NA,0,0,NA,1,962.32,952.44,0,1,237.72,952.44,0,0,NA,0,0,NA,1,237.72,952.44,1,1190.16,0
Result 1,Trial   234,Arena 4,Social,CH2_27.12.15_DVR1,F,ld0038,0038,38,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   235,Arena 1,Social,CH3_27.12.15_DVR1,F,ld0074,0074,74,Low,833.635,1.01837,1,3.56,591.64,14,19.92,590.68,37,386.52,5.12,0,47,111.88,381.68,8,204.6,591.4,18,236.4,416.72,47,372.52,381.68,1,818.64,381.4
Result 1,Trial   235,Arena 2,Social,CH3_27.12.15_DVR1,M,ld0051,0051,51,High,308.187,0.256823,1,0.32,683.36,4,47.84,674.4,1,0.2,0.2,755.64,5,68.68,612.28,3,169.76,677.84,8,158.76,651.68,7,871.32,0,1,1200.04,0
Result 1,Trial   235,Arena 3,Social,CH3_27.12.15_DVR1,F,ld003,003,3,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   235,Arena 4,Social,CH3_27.12.15_DVR1,M,ld0137,0137,137,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   236,Arena 1,Social,CH4_27.12.15_DVR1,M,ld0075,0075,75,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   236,Arena 2,Social,CH4_27.12.15_DVR1,F,ld0083,0083,83,High,275.024,0.435386,4,101.48,688.72,11,178.92,687.76,2,691.48,123.28,0,4,3.96,612.08,6,456.28,687.44,9,31.32,685.12,5,20.96,612.08,1,631.84,558.32
Result 1,Trial   236,Arena 3,Social,CH4_27.12.15_DVR1,F,ld0124,0124,124,High,248.547,0.428736,1,2.64,922.36,2,5.84,918.92,11,1024.4,404.12,0,13,24.6,620.28,1,46.16,885.64,4,22.04,730.2,14,107.44,620.28,1,579.76,620.28
Result 1,Trial   236,Arena 4,Social,CH4_27.12.15_DVR1,F,ld0093,0093,93,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   237,Arena 1,Social,CH1_28.12.15_DVR1,F,ld0050,0050,50,Low,295.207,0.246006,1,0.48,1015.16,6,33.96,400.44,24,96.72,96.72,362.84,29,333.32,0,1,643.88,402.04,2,11.16,397.96,25,448.28,0,1,1200.04,0
Result 1,Trial   237,Arena 2,Social,CH1_28.12.15_DVR1,M,ld0151,0151,151,High,32.0106,0.0915636,2,1.16,1163.08,3,28.68,1160.32,17,1154.2,303.92,0,17,5.6,956,1,32,1158.16,1,6.16,1152,17,7.68,956,1,349.76,840.4
Result 1,Trial   237,Arena 3,Social,CH1_28.12.15_DVR1,F,ld0019,0019,19,High,656.877,0.60714,3,7.16,184.8,8,20.64,182.68,17,265.2,147.12,0,55,317.36,118.08,12,170.68,134.4,20,193.72,126.92,26,570.44,118.08,1,1081.96,118.08
Result 1,Trial   237,Arena 4,Social,CH1_28.12.15_DVR1,F,ld0112,0112,112,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   238,Arena 1,Social,CH2_28.12.15_DVR1,M,ld0018,0018,18,High,113.097,0.121882,0,0,NA,0,0,NA,13,313.08,41.12,0,13,21,262.32,1,861.04,329.12,1,4.28,324.84,13,21.64,262.32,1,928.08,262.08
Result 1,Trial   238,Arena 2,Social,CH2_28.12.15_DVR1,F,ld0031,0031,31,Low,240.503,0.200419,1,1,1198.8,5,23.32,1113.52,1,40.56,40.56,1067.8,3,1012.56,0,3,116.24,1022.32,4,15.8,1020.12,3,1027.44,0,1,1200.04,0
Result 1,Trial   238,Arena 3,Social,CH2_28.12.15_DVR1,F,ld0029,0029,29,Low,14.3329,0.0147731,0,0,NA,0,0,NA,2,571.48,341.68,0,2,628.56,541.96,0,0,NA,0,0,NA,2,628.56,541.96,1,970.24,229.8
Result 1,Trial   238,Arena 4,Social,CH2_28.12.15_DVR1,F,ld0038,0038,38,High,3.48E-13,5.74E-16,0,0,NA,0,0,NA,1,1200.04,605.84,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,605.84,594.2
Result 1,Trial   239,Arena 1,Social,CH3_28.12.15_DVR1,F,ld0074,0074,74,Low,1137.57,1.09391,1,0.52,1098.28,4,119.2,365.48,34,271.36,111.28,0,50,89.08,265.96,11,264.76,369.4,27,237.92,304.44,50,426,265.96,1,1039.96,160.08
Result 1,Trial   239,Arena 2,Social,CH3_28.12.15_DVR1,M,ld0051,0051,51,High,257.256,0.21438,0,0,NA,4,54.68,936.56,0,0,0,NA,1,37.96,277.44,4,114.8,348.52,6,535.52,332.72,3,549.72,0,1,1200.04,0
Result 1,Trial   239,Arena 3,Social,CH3_28.12.15_DVR1,F,ld003,003,3,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   239,Arena 4,Social,CH3_28.12.15_DVR1,M,ld0137,0137,137,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   240,Arena 1,Social,CH4_28.12.15_DVR1,M,ld0075,0075,75,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   240,Arena 2,Social,CH4_28.12.15_DVR1,F,ld0083,0083,83,High,54.8962,0.0862389,1,6.76,673.52,3,592.36,575.68,2,580.52,17.2,0,2,2.2,570.6,2,599.64,576.24,2,16.96,573.56,2,2.92,570.6,1,636.72,553.44
Result 1,Trial   240,Arena 3,Social,CH4_28.12.15_DVR1,F,ld0124,0124,124,High,744.465,0.858905,4,17.72,369.64,8,25.28,364.12,16,614.8,281.56,0,29,77.52,333.24,7,153.52,366.32,19,96.6,339.56,28,335.12,333.24,1,866.8,333.24
Result 1,Trial   240,Arena 4,Social,CH4_28.12.15_DVR1,F,ld0093,0093,93,Low,170.674,0.805978,1,1.16,1097.6,4,37.16,1050.92,5,1043.44,55.2,0,6,15.8,988.96,5,80.04,1052.32,6,18.2,1048.44,6,58.36,988.96,1,211.8,988.24
Result 1,Trial   241,Arena 1,Social,CH1_29.12.15_DVR1,F,ld0050,0050,50,Low,338.265,0.559079,2,3.92,851.84,7,46.24,850,16,730.84,135.88,0,22,175.12,595.04,4,196.48,850.72,7,29.44,845.32,19,243.28,595.04,1,605.08,594.96
Result 1,Trial   241,Arena 2,Social,CH1_29.12.15_DVR1,M,ld0151,0151,151,High,52.626,0.632828,0,0,NA,2,9.24,1166.08,9,1155.04,38.2,0,9,4.72,1116.88,1,31.6,1168.44,1,5.2,1163.24,9,8.2,1116.88,1,83.2,1116.84
Result 1,Trial   241,Arena 3,Social,CH1_29.12.15_DVR1,F,ld0019,0019,19,High,648.089,0.602403,3,6.8,204.68,17,169.76,132.16,15,125.64,1.48,0,30,202.24,124.52,26,439.04,134.76,34,212.36,128.4,23,423,124.52,1,1075.88,124.16
Result 1,Trial   241,Arena 4,Social,CH1_29.12.15_DVR1,F,ld0112,0112,112,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   242,Arena 1,Social,CH2_29.12.15_DVR1,M,ld0018,0018,18,High,475.857,0.396547,4,235.04,441.64,10,32.32,438.6,0,0,0,NA,7,473.12,0,7,414.28,439.36,12,55.52,437.68,6,730.24,0,1,1200.04,0
Result 1,Trial   242,Arena 2,Social,CH2_29.12.15_DVR1,F,ld0031,0031,31,Low,611.802,0.566672,5,11.36,552,16,93.04,413.68,21,563.84,443.48,0,37,79.44,406.44,7,459.64,413.96,15,52.24,413.36,28,124.32,406.44,1,1079.68,120.36
Result 1,Trial   242,Arena 3,Social,CH2_29.12.15_DVR1,F,ld0029,0029,29,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   242,Arena 4,Social,CH2_29.12.15_DVR1,F,ld0038,0038,38,High,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   243,Arena 1,Social,CH3_29.12.15_DVR1,F,ld0074,0074,74,Low,545.561,0.823563,0,0,NA,0,0,NA,47,705,167.44,0,59,108.56,537.56,4,45.24,796.84,11,238.52,679.12,54,211.28,537.56,1,662.48,537.56
Result 1,Trial   243,Arena 2,Social,CH3_29.12.15_DVR1,M,ld0051,0051,51,High,161.043,0.135331,0,0,NA,0,0,NA,0,9.88,0,NA,0,0,NA,1,1099.04,91.12,1,2.4,88.72,1,88.72,0,1,1190.16,0
Result 1,Trial   243,Arena 3,Social,CH3_29.12.15_DVR1,F,ld003,003,3,Low,0,0,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   243,Arena 4,Social,CH3_29.12.15_DVR1,M,ld0137,0137,137,High,8.44E-13,7.03E-16,0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0
Result 1,Trial   244,Arena 1,Social,CH4_29.12.15_DVR1,M,ld0075,0075,75,High,24.6363,0.371029,0,0,NA,1,4.16,1195.04,3,1177.24,43.8,0,4,8.36,998.12,0,0,NA,1,14,1186.04,4,8.8,998.12,2,66.6,998.12
Result 1,Trial   244,Arena 2,Social,CH4_29.12.15_DVR1,F,ld0083,0083,83,High,129.174,0.308292,0,0,NA,0,0,NA,2,870.36,89.48,0,2,76.04,756.44,3,209.84,935.04,4,39.16,923.88,3,80.68,756.44,1,419.16,756.36
Result 1,Trial   244,Arena 3,Social,CH4_29.12.15_DVR1,F,ld0124,0124,124,High,28.1328,0.0659712,0,0,NA,0,0,NA,2,1164.96,391.4,0,3,8.68,773.56,0,0,NA,1,0.4,1199.64,3,34.68,773.56,1,426.48,773.56
Result 1,Trial   244,Arena 4,Social,CH4_29.12.15_DVR1,F,ld0093,0093,93,Low,36.4704,0.030392,0,0,NA,0,0,NA,1,987.96,987.96,212.08,1,10.36,201.72,0,0,NA,0,0,NA,1,212.08,0,1,1200.04,0
Result 1,Trial   245,Arena 1,Social,CH1_02.01.16_DVR1,M,ld0111,0111,111,High,96.8842,0.0807368,0,0,NA,0,0,NA,5,177.04,177.04,0,5,497.8,161.68,0,0,NA,2,59.6,650.32,4,963.4,161.68,1,1200.04,0
