Result	Trial	Arena	Assay	ChDate	Sex	LizID	Trt	TotalDist	Velocity	Social_Freq	Social_Duration	Social_LatFirst	Neutral_Freq	Neutral_Duration	Neutral_LatFirst	Asocial_Freq	Asocial_Duration	Asocial_LatFirst	NovItem_Freq	NovItem_Duration	NovItem_LatFirst	NovZone_Freq	NovZone_Duration	NovZone_LatFirst	Hide_Freq	Hide_Duration	Hide_DurationOrig	Hide_LatFirst	Entry_Freq	Entry_Duration	Entry_LatFirst	Arena_Freq	Arena_Duration	Arena_LatFirst
Result 1	Trial   261	Arena 1	Social	CH1_25.12.15_DVR2	F	134	High	378.449	0.387105	3	356.6	428.52	7	9.52	424.88	22	363.44	222.36	1	6.6	651.76	2	152.16	506.96	17	470.48	248.12	0	18	304.96	222.36	1	977.68	222.36
Result 1	Trial   261	Arena 2	Social	CH1_25.12.15_DVR2	M	24	High	475.149	0.997123	6	196.04	741.08	16	76.16	731.8	37	189.76	723.48	3	6.08	900.48	10	49.6	733.72	28	732.08	8.6	0	36	129.72	723.48	1	476.56	723.48
Result 1	Trial   261	Arena 3	Social	CH1_25.12.15_DVR2	M	117	High	1126.61	0.93884	13	664.24	241.92	25	84.32	239.88	79	438.68	0	10	25.44	277.52	32	343.72	240.8	66	10.72	10.72	81.4	85	310.44	0	1	1200.04	0
Result 1	Trial   261	Arena 4	Social	CH1_25.12.15_DVR2	F	22	Low	483.473	0.40628	7	625.92	378.2	10	28.24	374.76	35	253.52	101.12	7	135.12	377.68	18	202.52	375.44	32	292.36	282.48	0	45	136	101.12	1	1190.16	0
Result 1	Trial   262	Arena 1	Social	CH2_25.12.15_DVR2	M	26	High	783.286	0.822883	8	223.68	467.16	19	149.08	453.8	79	493.92	247.88	3	7.4	670.24	17	67.36	537.28	73	330.92	82.92	0	79	256.64	247.88	1	952.04	247.8
Result 1	Trial   262	Arena 2	Social	CH2_25.12.15_DVR2	F	62	Low	29.444	0.0815532	0	0	NA	0	0	NA	7	78.24	838.96	0	0	NA	0	0	NA	7	1121.8	282.84	0	7	78.24	838.96	1	361.08	838.96
Result 1	Trial   262	Arena 3	Social	CH2_25.12.15_DVR2	F	81	High	544.977	0.542266	5	570.96	368.28	10	90	363.32	17	213.52	317.16	3	7.68	367.96	5	29.04	364.88	12	325.56	130.56	0	12	80.96	317.16	1	1005.04	195
Result 1	Trial   262	Arena 4	Social	CH2_25.12.15_DVR2	F	80	High	797.71	0.664759	7	486.12	227.96	13	150.04	212.96	61	420.32	0	6	4.04	353.76	24	121.32	349.2	54	143.56	143.56	22.32	51	188.92	0	1	1200.04	0
Result 1	Trial   263	Arena 1	Social	CH3_25.12.15_DVR2	F	84	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   263	Arena 2	Social	CH3_25.12.15_DVR2	F	57	Low	501.804	0.41817	11	351.24	647.04	14	52.76	645.32	17	778.84	0	7	7.72	666.24	20	76.44	646.6	13	17.2	17.2	0	21	739	0	1	1200.04	0
Result 1	Trial   263	Arena 3	Social	CH3_25.12.15_DVR2	M	92	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   263	Arena 4	Social	CH3_25.12.15_DVR2	F	66	High	284.293	0.795805	6	164.52	857.36	11	70.72	845	11	95.68	842.76	1	19.64	920.04	6	81.84	850.08	6	869.12	26.36	0	11	21.92	842.76	1	357.28	842.76
Result 1	Trial   264	Arena 1	Social	CH4_25.12.15_DVR2	M	36	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   264	Arena 2	Social	CH4_25.12.15_DVR2	F	90	High	227.02	0.297147	3	160.68	993.92	4	15.16	988.16	7	400.24	436.08	1	6.16	1087.44	6	9.24	992.6	6	623.96	187.96	0	8	390.36	436.08	1	764.04	436
Result 1	Trial   264	Arena 3	Social	CH4_25.12.15_DVR2	F	141	High	383.772	0.987882	6	142.64	851.44	9	43.2	849.88	18	169.6	811.52	2	2.8	904.16	4	36.68	900.68	14	844.6	33.08	0	15	126.84	811.52	1	388.52	811.52
Result 1	Trial   264	Arena 4	Social	CH4_25.12.15_DVR2	F	54	Low	488.112	0.577101	4	228.24	496	8	53.36	476.2	15	451.6	386.04	8	16.6	496	14	58.72	491.36	11	466.84	112.64	0	31	342.8	386.04	1	845.84	354.2
Result 1	Trial   265	Arena 1	Social	CH1_26.12.15_DVR2	F	134	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   265	Arena 2	Social	CH1_26.12.15_DVR2	M	24	High	7.7835	0.0437669	0	0	NA	0	0	NA	2	4.24	1022.2	0	0	NA	0	0	NA	3	1195.8	173.64	0	2	4.24	1022.2	1	177.88	1022.16
Result 1	Trial   265	Arena 3	Social	CH1_26.12.15_DVR2	M	117	High	187.666	0.261344	3	590.92	455.32	4	20.88	450.8	6	91.08	391.04	3	125.36	457.32	9	203.64	453.32	4	496.48	14.68	0	6	76.28	391.04	1	718.24	391.04
Result 1	Trial   265	Arena 4	Social	CH1_26.12.15_DVR2	F	22	Low	654.321	0.549665	6	538.48	317.84	12	108.76	316.4	35	442.16	103.04	7	40.6	351.68	15	304.64	350.72	29	110.64	101.04	0	37	310.52	103.04	1	1190.44	9.6
Result 1	Trial   266	Arena 1	Social	CH2_26.12.15_DVR2	M	26	High	773.514	0.696559	5	190.08	472.56	11	81.8	463.28	80	486.68	90.32	3	16.72	472.28	8	19.4	464.72	72	433.44	343.92	0	90	278.12	90.32	1	1110.52	89.52
Result 1	Trial   266	Arena 2	Social	CH2_26.12.15_DVR2	F	62	Low	587.129	0.500707	8	332.6	648.24	14	78.64	642.76	31	249.84	27.48	5	39.88	650.2	17	126.6	648.2	25	538.96	511.56	0	36	174.04	27.48	1	1172.64	27.4
Result 1	Trial   266	Arena 3	Social	CH2_26.12.15_DVR2	F	81	High	394.17	0.331235	6	339.4	184.04	9	103.04	170.08	26	491.36	0	1	14.92	270.92	4	68.52	258.56	22	266.24	256.36	304.6	27	211.6	302.4	1	1190.16	0
Result 1	Trial   266	Arena 4	Social	CH2_26.12.15_DVR2	F	80	High	717.215	0.597679	6	298.76	217.36	12	167.52	192.6	65	726.28	0	4	33.56	220.16	12	47.48	216.68	59	7.48	7.48	334.76	61	125.52	334.56	1	1200.04	0
Result 1	Trial   267	Arena 1	Social	CH3_26.12.15_DVR2	F	84	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   267	Arena 2	Social	CH3_26.12.15_DVR2	F	57	Low	627.82	0.730669	6	379.68	524.2	16	40.76	520.56	43	323.68	340.76	2	4.24	590.2	14	56.36	522.28	38	455.92	115.2	0	40	197.44	340.76	1	859.32	340.72
Result 1	Trial   267	Arena 3	Social	CH3_26.12.15_DVR2	M	92	High	534.784	0.445653	8	486.72	487.28	16	88.32	483.36	23	618.48	0	3	29.52	499.4	8	65.4	497.16	15	3.84	3.84	902.08	23	133.48	384.76	1	1200.04	0
Result 1	Trial   267	Arena 4	Social	CH3_26.12.15_DVR2	F	66	High	136.685	0.58243	2	91.36	1079.8	4	36.72	1056.12	4	106.6	965.16	1	0.64	1143.08	3	12.4	1078.64	3	965.36	0.16	0	4	88	965.16	1	234.84	965.16
Result 1	Trial   268	Arena 1	Social	CH4_26.12.15_DVR2	M	36	High	17.5627	0.0540323	0	0	NA	0	0	NA	16	50.48	874.96	0	0	NA	0	0	NA	15	1149.56	274.6	0	16	50.48	874.96	1	325.08	874.96
Result 1	Trial   268	Arena 2	Social	CH4_26.12.15_DVR2	F	90	High	647.485	0.539571	5	490.48	518.12	9	61.56	516.16	17	232.4	221.36	3	12.72	667.24	12	58.32	517.28	13	415.6	415.6	0	19	139.2	221.36	1	1200.04	0
Result 1	Trial   268	Arena 3	Social	CH4_26.12.15_DVR2	F	141	High	588.144	0.709154	4	323.24	589.8	8	53.88	575.8	36	335.72	408.48	5	16.52	699.36	9	123.8	648.24	32	487.2	116.56	0	40	227.84	408.48	1	829.4	370.64
Result 1	Trial   268	Arena 4	Social	CH4_26.12.15_DVR2	F	54	Low	357.821	0.298194	3	508.8	501.2	6	67.4	493.8	9	351.8	264.56	4	24.8	504.24	8	46.84	496.76	6	272.04	272	0.04	6	269.16	264.56	1	1200	0.04
Result 1	Trial   269	Arena 1	Social	CH1_27.12.15_DVR2	F	134	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   269	Arena 2	Social	CH1_27.12.15_DVR2	M	24	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   269	Arena 3	Social	CH1_27.12.15_DVR2	M	117	High	237.7	0.299325	1	702.04	472.88	4	21.92	406	10	69.32	405.88	2	5.24	474	7	400.76	472.12	6	406.28	0.4	0	11	13.24	405.88	1	794.16	405.88
Result 1	Trial   269	Arena 4	Social	CH1_27.12.15_DVR2	F	22	Low	489.776	0.443847	6	569.32	293.36	12	72.04	285.84	19	353.32	96.64	4	18.2	295.52	8	294.92	287.2	13	205.36	108.84	0	21	214.6	96.64	1	1103.52	96.52
Result 1	Trial   270	Arena 1	Social	CH2_27.12.15_DVR2	M	26	High	813.209	0.896672	7	181.2	333.52	15	63.56	329.52	85	581.68	293.08	3	3.4	560.6	9	28.2	332.2	77	369.76	76.68	0	106	226.48	293.56	1	906.96	293.08
Result 1	Trial   270	Arena 2	Social	CH2_27.12.15_DVR2	F	62	Low	299.9	0.435345	1	361.2	828.96	1	7.04	821.92	19	112.92	501.12	3	8.76	927.2	11	34.48	824.56	18	718.88	207.88	0	22	74.44	501.12	1	689.04	501.12
Result 1	Trial   270	Arena 3	Social	CH2_27.12.15_DVR2	F	81	High	417.115	0.376444	3	164.88	578.84	5	21.2	566.56	15	724.76	283.64	0	0	NA	0	0	NA	13	289.2	197.24	0	13	245.28	283.64	1	1108.08	91.96
Result 1	Trial   270	Arena 4	Social	CH2_27.12.15_DVR2	F	80	High	444.503	0.370419	5	488.28	313.4	8	95.88	285.24	31	613.4	0	3	139.04	784	13	96.2	333.8	27	2.48	2.48	463.28	32	479.64	0	1	1200.04	0
Result 1	Trial   271	Arena 1	Social	CH3_27.12.15_DVR2	F	84	Low	12.9423	0.0226422	0	0	NA	0	0	NA	1	158.6	942.08	0	0	NA	0	0	NA	2	1041.44	413.04	0	1	158.6	942.08	1	571.64	628.4
Result 1	Trial   271	Arena 2	Social	CH3_27.12.15_DVR2	F	57	Low	644.184	0.53682	6	241.8	533.84	15	55.52	532.36	40	892.2	0	10	11.16	534.08	18	66.68	533.04	32	10.52	10.52	519.28	38	769.68	0	1	1200.04	0
Result 1	Trial   271	Arena 3	Social	CH3_27.12.15_DVR2	M	92	High	200.185	0.339482	2	435.68	705.6	3	29.12	698.28	2	124.76	600.32	1	3	800.12	6	145.16	698.76	0	610.2	0	0	1	97.6	600.32	1	589.84	600.32
Result 1	Trial   271	Arena 4	Social	CH3_27.12.15_DVR2	F	66	High	575.344	0.784659	7	317.96	546.28	13	108.4	531.36	27	253.16	466.76	4	101.84	697.36	10	41.72	693.24	22	520.52	53.76	0	30	147.2	466.76	1	733.28	466.76
Result 1	Trial   272	Arena 1	Social	CH4_27.12.15_DVR2	M	36	High	34.6386	0.0371611	0	0	NA	0	0	NA	13	273.24	267.88	0	0	NA	0	0	NA	12	926.8	658.92	0	13	273.24	267.88	1	932.16	267.88
Result 1	Trial   272	Arena 2	Social	CH4_27.12.15_DVR2	F	90	High	71.7183	0.140075	1	28.36	1171.68	1	2.52	1169.16	1	481.16	688	1	3.56	1171.64	3	4.32	1170.6	0	688	0	0	1	478.36	688	1	512.04	688
Result 1	Trial   272	Arena 3	Social	CH4_27.12.15_DVR2	F	141	High	393.758	0.328132	4	120	586.04	11	52.24	583.04	37	423.96	77.12	0	0	NA	8	7.32	584.32	36	603.84	603.84	0	38	378.04	77.12	1	1200.04	0
Result 1	Trial   272	Arena 4	Social	CH4_27.12.15_DVR2	F	54	Low	124.718	0.132139	1	606.96	583.2	2	2.68	579.6	4	323.88	246.16	1	7.24	607.8	3	172.84	605.84	2	266.52	10.48	0	3	305.8	246.16	1	944	246.16
Result 1	Trial   273	Arena 1	Social	CH1_28.12.15_DVR2	F	134	High	258.728	0.240257	4	67.76	504.4	8	20.16	499.12	7	288.48	266.84	0	0	NA	3	2.64	615.52	4	823.64	700.52	0	4	246.08	266.84	1	1076.92	123.12
Result 1	Trial   273	Arena 2	Social	CH1_28.12.15_DVR2	M	24	High	485.118	0.479101	7	149.64	543.36	11	93.16	537.68	31	590.12	187.44	2	6.72	563.2	8	35.68	559.68	26	356.08	168.64	0	30	539.4	187.44	1	1012.6	187.44
Result 1	Trial   273	Arena 3	Social	CH1_28.12.15_DVR2	M	117	High	479.752	0.486406	5	714.84	333.88	9	40.84	326.36	37	151.6	247.52	6	18.68	384.36	18	152.36	328.92	32	263	49.44	0	39	77.8	247.52	1	986.48	203.68
Result 1	Trial   273	Arena 4	Social	CH1_28.12.15_DVR2	F	22	Low	435.613	0.410661	4	737.52	299.4	9	59.88	295.28	21	205.4	139.24	7	201.56	486.2	31	434.04	297.48	15	197.24	58	0	22	138.64	139.24	1	1060.8	139.24
Result 1	Trial   274	Arena 1	Social	CH2_28.12.15_DVR2	M	26	High	652.626	0.688279	4	144.28	595.92	14	62.64	556.84	73	578.28	251.88	1	6.16	598.8	8	24.08	596.12	68	409.2	157.4	0	76	432.64	251.88	1	948.24	251.8
Result 1	Trial   274	Arena 2	Social	CH2_28.12.15_DVR2	F	62	Low	770.75	0.858717	8	554.16	376.32	14	93.4	372.64	37	241.56	302.48	12	64.48	376.16	34	223.28	374.28	31	310.92	8.48	0	36	140.96	302.48	1	897.6	302.44
Result 1	Trial   274	Arena 3	Social	CH2_28.12.15_DVR2	F	81	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   274	Arena 4	Social	CH2_28.12.15_DVR2	F	80	High	671.745	0.559788	12	542.84	158.92	21	142.2	153.72	12	471.68	0	5	56.84	160.6	19	142.08	158.12	5	43.32	43.32	580.04	12	41.12	573.72	1	1200.04	0
Result 1	Trial   275	Arena 1	Social	CH3_28.12.15_DVR2	F	84	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   275	Arena 2	Social	CH3_28.12.15_DVR2	F	57	Low	643.186	0.669122	5	285.08	448.04	12	77.4	444.44	37	500.44	238.76	1	5.48	448.48	9	42.76	446.2	29	337.12	98.36	0	36	369.16	238.76	1	961.28	238.76
Result 1	Trial   275	Arena 3	Social	CH3_28.12.15_DVR2	M	92	High	1.11E-12	9.25271ENA16	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1200.04	1200.04	0	0	0	NA	1	1200.04	0
Result 1	Trial   275	Arena 4	Social	CH3_28.12.15_DVR2	F	66	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   276	Arena 1	Social	CH4_28.12.15_DVR2	M	36	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   276	Arena 2	Social	CH4_28.12.15_DVR2	F	90	High	170.516	0.347254	4	77.88	1027.36	7	43.6	1022.36	17	362	708.96	1	0.6	1032	4	23.6	1025.2	13	716.56	7.6	0	16	329.36	708.96	1	491.08	708.96
Result 1	Trial   276	Arena 3	Social	CH4_28.12.15_DVR2	F	141	High	29.8764	0.0253422	0	0	NA	0	0	NA	4	591.56	21.08	0	0	NA	0	0	NA	4	608.48	587.4	0	4	591.56	21.08	1	1178.96	21.08
Result 1	Trial   276	Arena 4	Social	CH4_28.12.15_DVR2	F	54	Low	644.269	0.63243	6	134.8	332.48	14	64	329.92	35	654.24	181.44	0	0	NA	10	29.8	332.12	28	347	165.72	0	47	456.48	181.44	1	1018.76	181.28
Result 1	Trial   277	Arena 1	Social	CH1_29.12.15_DVR2	F	134	High	771.271	1.30777	7	59.12	777.44	16	62.6	752.64	47	314.56	610.24	0	0	NA	4	10.88	862.24	40	763.76	153.52	0	58	213.04	610.24	1	589.8	610.24
Result 1	Trial   277	Arena 2	Social	CH1_29.12.15_DVR2	M	24	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   277	Arena 3	Social	CH1_29.12.15_DVR2	M	117	High	280.715	0.377915	3	481.44	600.24	5	43.32	594.88	6	201.84	447.2	4	6.4	600.52	11	49.12	596.16	3	473	15.92	0	21	177.44	447.2	1	742.96	447.2
Result 1	Trial   277	Arena 4	Social	CH1_29.12.15_DVR2	F	22	Low	240.848	0.212778	5	674.92	445.28	9	26.76	440.96	15	183.2	61.72	4	147.36	465	8	336.88	463.8	11	315.16	247.2	0	14	146.52	61.72	1	1132.08	58.08
Result 1	Trial   278	Arena 1	Social	CH2_29.12.15_DVR2	M	26	High	514.338	0.428615	3	76.16	511.92	9	71.4	508.24	77	722.72	0	1	0.04	754.92	3	18.08	509.68	72	328.12	328.12	198.72	75	451.04	197.4	1	1200.04	0
Result 1	Trial   278	Arena 2	Social	CH2_29.12.15_DVR2	F	62	Low	458.82	0.414142	4	440.44	712.88	6	26.88	673.56	26	139.88	89.04	5	101.72	762.16	14	157.52	756.04	24	592.84	500.84	0	27	82.8	89.04	1	1108.04	88.52
Result 1	Trial   278	Arena 3	Social	CH2_29.12.15_DVR2	F	81	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   278	Arena 4	Social	CH2_29.12.15_DVR2	F	80	High	703.176	0.58598	7	463.44	7.6	14	240.76	0	54	490.52	274.32	3	133.44	54.4	10	229.36	52.08	47	5.32	5.32	317.96	55	215.4	312	1	1200.04	0
Result 1	Trial   279	Arena 1	Social	CH3_29.12.15_DVR2	F	84	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   279	Arena 2	Social	CH3_29.12.15_DVR2	F	57	Low	671.507	0.765233	8	341.4	506.4	15	63.96	504.92	47	288.92	395.08	2	19.16	512.72	22	56.32	506.08	41	505.76	183.28	0	55	191.68	395.08	1	877.56	322.48
Result 1	Trial   279	Arena 3	Social	CH3_29.12.15_DVR2	M	92	High	252.035	0.340551	3	77.6	764.84	6	87.28	747.4	7	464.48	459.92	1	0.88	761	4	12.64	758.32	3	569.64	109.72	0	7	378.92	459.92	1	740.12	459.92
Result 1	Trial   279	Arena 4	Social	CH3_29.12.15_DVR2	F	66	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   280	Arena 1	Social	CH4_29.12.15_DVR2	M	36	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   280	Arena 2	Social	CH4_29.12.15_DVR2	F	90	High	31.965	0.048007	0	0	NA	0	0	NA	2	661.56	534.16	0	0	NA	0	0	NA	1	538.48	4.32	0	2	620.28	534.16	1	665.88	534.16
Result 1	Trial   280	Arena 3	Social	CH4_29.12.15_DVR2	F	141	High	286.631	0.309791	2	32.6	767.36	4	11.2	764.76	24	720.24	274.76	0	0	NA	0	0	NA	21	436	161.24	0	28	678.72	274.76	1	925.28	274.76
Result 1	Trial   280	Arena 4	Social	CH4_29.12.15_DVR2	F	54	Low	501.784	0.501082	4	131.88	414.08	10	25.92	410.6	25	822.12	198.6	4	10.6	431.32	9	29.6	412.32	20	220.12	21.52	0	35	732.64	198.6	1	1001.44	198.6
Result 1	Trial   281	Arena 1	Social	CH1_02.01.16_DVR2	F	134	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   281	Arena 2	Social	CH1_02.01.16_DVR2	F	24	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   281	Arena 3	Social	CH1_02.01.16_DVR2	F	117	Low	571.266	0.476055	6	314.28	491.96	12	51	490.72	15	528.96	0	0	0	NA	4	8.48	492	6	301.28	301.28	143.12	18	166.6	135.76	1	1200.04	0
Result 1	Trial   281	Arena 4	Social	CH1_02.01.16_DVR2	M	22	High	545.795	0.454829	3	391.88	520.04	7	55.8	512.44	10	751.92	0	1	15.24	573.72	5	74.52	554.84	5	0.44	0.44	454.76	8	6.72	453.32	1	1200.04	0
Result 1	Trial   282	Arena 1	Social	CH2_02.01.16_DVR2	M	26	High	410.6	0.5306	3	699.92	447.56	5	11.4	444.72	11	39.8	426.28	7	201.92	447.32	18	104.72	444.92	8	448.12	21.96	0	10	17.64	426.28	1	773.88	426.16
Result 1	Trial   282	Arena 2	Social	CH2_02.01.16_DVR2	F	62	High	18.1421	0.0151184	0	0	NA	0	0	NA	4	497.96	677.04	0	0	NA	0	0	NA	5	702.08	702.08	0	5	493.84	677.04	1	1200.04	0
Result 1	Trial   282	Arena 3	Social	CH2_02.01.16_DVR2	F	81	High	11.0547	0.0198854	0	0	NA	0	0	NA	2	488.24	634.08	0	0	NA	0	0	NA	1	711.8	67.84	0	2	488.24	634.08	1	556.08	634.08
Result 1	Trial   282	Arena 4	Social	CH2_02.01.16_DVR2	F	80	Low	424.65	0.353875	5	276.2	224	15	163.64	223.64	42	756.4	0	3	56.56	224.04	5	104.08	223.84	32	3.8	3.8	133.56	39	402.04	133.44	1	1200.04	0
Result 1	Trial   283	Arena 1	Social	CH3_02.01.16_DVR2	M	84	High	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   283	Arena 2	Social	CH3_02.01.16_DVR2	F	57	Low	1248.5	1.04041	22	488.76	174.12	37	154.2	173.24	67	521.92	0	4	11.88	241.64	16	81.8	173.92	57	35.16	35.16	166.32	67	109.4	166.04	1	1200.04	0
Result 1	Trial   283	Arena 3	Social	CH3_02.01.16_DVR2	F	92	High	16.853	0.0526458	0	0	NA	0	0	NA	1	303.56	879.88	0	0	NA	0	0	NA	1	896.48	16.6	0	1	303.56	879.88	1	320.16	879.88
Result 1	Trial   283	Arena 4	Social	CH3_02.01.16_DVR2	M	66	High	275.912	0.260904	7	303.56	420.6	9	52.56	416.28	13	326.88	142.48	4	5.96	419.36	7	31.2	416.6	11	517.04	374.56	0	13	291.72	142.48	1	1057.56	142.48
Result 1	Trial   284	Arena 1	Social	CH4_02.01.16_DVR2	F	36	High	17.306	0.127026	0	0	NA	0	0	NA	6	81.48	1063.92	0	0	NA	0	0	NA	7	1118.56	54.8	0	6	81.48	1063.92	1	136.28	1063.76
Result 1	Trial   284	Arena 2	Social	CH4_02.01.16_DVR2	F	90	Low	587.342	0.504797	9	693.16	37.56	15	230.44	36.92	7	239.96	36.48	15	74.72	91.8	23	227.44	37.36	0	36.48	0	0	0	0	NA	1	1163.56	36.48
Result 1	Trial   284	Arena 3	Social	CH4_02.01.16_DVR2	F	141	Low	323.985	0.539868	2	148.92	976.92	5	60.8	839.24	21	171	599.88	2	3.76	976.76	5	23.16	847.12	17	819.32	219.44	0	25	115.08	599.88	1	600.16	599.88
Result 1	Trial   284	Arena 4	Social	CH4_02.01.16_DVR2	F	54	High	105.042	0.273775	2	84.96	817.8	3	7.24	816.32	7	102.68	815.4	0	0	NA	1	19.68	816.84	5	1005.16	189	0	7	94.96	815.4	2	383.88	815.4
Result 1	Trial   285	Arena 1	Social	CH1_03.01.16_DVR2	F	134	High	23.8607	0.0322879	0	0	NA	0	0	NA	2	491.48	461	0	0	NA	0	0	NA	1	708.56	247.56	0	2	491.48	461	1	739.04	461
Result 1	Trial   285	Arena 2	Social	CH1_03.01.16_DVR2	F	24	Low	0	0	0	0	NA	0	0	NA	0	0	0	0	0	NA	0	0	NA	0	1200.04	0	0	NA	0	NA	1	0	NA
Result 1	Trial   285	Arena 3	Social	CH1_03.01.16_DVR2	F	117	Low	447.74	0.589691	5	89.64	561.28	8	38.68	559.24	38	590.2	440.72	2	3.8	606.08	5	39.04	560.04	34	481.04	40.32	0	41	417.72	440.72	1	759.32	440.72
Result 1	Trial   285	Arena 4	Social	CH1_03.01.16_DVR2	M	22	High	511.896	0.626862	3	122.6	393.4	9	65.28	383.92	52	459.56	383.4	2	2.56	395.36	4	21.44	384.2	46	552.6	169.2	0	51	177.52	383.4	1	816.64	383.4
Result 1	Trial   286	Arena 1	Social	CH2_03.01.16_DVR2	M	26	High	273.732	0.22811	2	347.92	751.84	4	13.96	750.24	13	451.04	0	0	0	NA	1	4.12	1186.52	10	386.72	386.72	210.92	18	328.6	0	1	1200.04	0
Result 1	Trial   286	Arena 2	Social	CH2_03.01.16_DVR2	F	62	High	205.175	0.374597	0	0	NA	2	4.16	999.44	63	284.92	668.52	0	0	NA	0	0	NA	61	910.96	258.68	0	60	268.64	668.52	1	547.76	652.28
Result 1	Trial   286	Arena 3	Social	CH2_03.01.16_DVR2	F	81	High	264.72	0.385665	1	84.84	965	3	21.2	960.2	24	569.08	513.6	0	0	NA	2	8.12	1037.16	21	524.92	11.32	0	35	476.8	513.6	1	686.44	513.6
Result 1	Trial   286	Arena 4	Social	CH2_03.01.16_DVR2	F	80	Low	447.192	0.691991	1	61.68	1138.36	7	121.2	664	37	453.84	553.76	0	0	NA	0	0	NA	30	563.32	9.56	0	40	126.16	553.76	1	646.28	553.76
Result 1	Trial   287	Arena 1	Social	CH3_03.01.16_DVR2	M	84	High	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Result 1	Trial   287	Arena 2	Social	CH3_03.01.16_DVR2	F	57	Low	181.169	0.27301	2	74.92	952.32	4	24.24	946.36	13	248.76	536.72	0	0	NA	2	8.36	1000.04	11	852.12	315.72	0	12	195.36	536.72	1	663.64	536.4
Result 1	Trial   287	Arena 3	Social	CH3_03.01.16_DVR2	F	92	High	72.1619	0.0601349	0	0	NA	1	9	764.84	5	1179.4	0	0	0	NA	0	0	NA	3	11.36	11.36	777.08	5	1155.36	0	1	1200.04	0
Result 1	Trial   287	Arena 4	Social	CH3_03.01.16_DVR2	M	66	High	344.532	0.392979	3	329.6	582.4	7	87.96	542.16	10	353.64	323.28	0	0	NA	1	6.88	994.24	6	428.84	105.56	0	8	129.2	323.28	1	876.76	323.28
Result 1	Trial   288	Arena 1	Social	CH4_03.01.16_DVR2	F	36	High	7.18E-13	5.98252ENA16	0	0	NA	0	0	NA	0	0	NA	0	0	NA	0	0	NA	1	1200.04	1200.04	0	0	0	NA	1	1200.04	0
Result 1	Trial   288	Arena 2	Social	CH4_03.01.16_DVR2	F	90	Low	186.106	0.288376	1	270.64	787.84	2	12.92	780.6	3	246.56	554.64	2	2.84	958	7	81.44	784.16	2	669.92	115.28	0	4	219.64	554.64	1	645.4	554.64
