,Trial,Arena,Assay,ChDate,Sex,LizID,Trt,TotalDist,Velocity,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial   169,Arena 1,Novel,CH1_02.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   169,Arena 2,Novel,CH1_02.01.16_DVR3,F,0082,Low,784.951,0.654126,11,377.92,377.92,188.96,17,60.76,2.56,1,3.12,595.88,4,22.24,581,8,190.2,587.8,15,68.88,578.16,19,563.04,0,1,1200.04,0
Result 1,Trial   169,Arena 3,Novel,CH1_02.01.16_DVR3,F,0073,Low,356.689,0.765953,4,790.48,56.16,734.32,15,67.84,757.84,0,0,-,2,41.64,853.56,3,174.28,780.4,6,14.64,776.44,6,220.64,757.84,1,465.72,734.32
Result 1,Trial   169,Arena 4,Novel,CH1_02.01.16_DVR3,F,0121,High,120.434,0.100362,4,627.04,627.04,555.12,7,21.8,550.16,0,0,-,1,18.48,496.08,1,22.16,505.96,2,214.64,301.92,5,336.2,0,1,1200.04,0
Result 1,Trial   170,Arena 1,Novel,CH2_02.01.16_DVR3,M,0070,High,79.4541,0.202091,5,1042.44,235.6,810.44,14,121.88,806.84,0,0,-,0,0,-,0,0,-,0,0,-,5,157.6,806.84,1,393.2,806.84
Result 1,Trial   170,Arena 2,Novel,CH2_02.01.16_DVR3,F,0072,Low,504.289,0.830297,13,596.76,4.12,592.68,20,140.04,592.64,2,43.84,782.76,6,46.96,768.6,3,126.68,776.28,7,31.52,765.68,17,445.08,592.64,1,607.4,592.64
Result 1,Trial   170,Arena 3,Novel,CH2_02.01.16_DVR3,F,0122,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   170,Arena 4,Novel,CH2_02.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   171,Arena 1,Novel,CH3_02.01.16_DVR3,F,0085,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   171,Arena 2,Novel,CH3_02.01.16_DVR3,F,0091,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   171,Arena 3,Novel,CH3_02.01.16_DVR3,F,0139,Low,289.812,0.596027,15,863.84,150.08,713.76,28,24.84,713.8,0,0,-,2,24.68,760.04,5,107.52,760.2,9,50.88,753.48,19,177.8,713.8,1,486.28,713.76
Result 1,Trial   171,Arena 4,Novel,CH3_02.01.16_DVR3,M,0133,High,427.128,0.670362,22,857.84,295,562.84,32,71.52,697.4,0,0,-,4,83.76,807.8,4,100.2,858.36,8,77.76,805.12,26,164.24,697.4,1,637.2,562.84
Result 1,Trial   172,Arena 1,Novel,CH4_02.01.16_DVR3,M,0042,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   172,Arena 2,Novel,CH4_02.01.16_DVR3,F,0098,High,134.202,0.519681,1,1058.76,117,941.76,1,3.24,1058.76,1,0.44,1093.72,2,9.76,1087.88,1,38.44,1083.36,2,12.16,1080.56,2,90.68,1058.76,1,258.28,941.76
Result 1,Trial   172,Arena 3,Novel,CH4_02.01.16_DVR3,F,0079,High,49.5239,0.04127,1,964.72,964.72,235.32,1,0.24,235.08,0,0,-,0,0,-,0,0,-,1,106.24,122.48,2,129.08,0,1,1200.04,0
Result 1,Trial   172,Arena 4,Novel,CH4_02.01.16_DVR3,F,0130,Low,592.639,0.77457,12,719,284.12,436.4,16,39.52,434.88,1,0.72,591.84,3,16.92,583.24,5,181.68,443.2,12,35.76,441.08,19,263.6,434.88,1,765.16,434.88
Result 1,Trial   173,Arena 1,Novel,CH1_03.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   173,Arena 2,Novel,CH1_03.01.16_DVR3,F,0082,Low,42.5863,0.302631,10,1105,45.72,1128.44,12,78.04,1059.28,0,0,-,1,5.64,1114.96,1,1.72,1117.16,2,12.72,1112.16,12,80.6,1059.28,1,140.76,1059.28
Result 1,Trial   173,Arena 3,Novel,CH1_03.01.16_DVR3,F,0073,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   173,Arena 4,Novel,CH1_03.01.16_DVR3,F,0121,High,622.276,0.717469,14,447.36,114.68,743.08,19,123.36,332.68,0,0,-,7,33.84,364.24,4,296.48,370.36,9,59.96,362.16,19,396.24,332.68,1,867.36,332.68
Result 1,Trial   174,Arena 1,Novel,CH2_03.01.16_DVR3,M,0070,High,375.721,0.36369,22,400.16,233.24,166.92,45,65.32,167.36,1,23.56,771,10,531.88,174.48,5,574.08,174.88,10,66.28,173.56,26,159.52,167.36,1,1033.12,166.92
Result 1,Trial   174,Arena 2,Novel,CH2_03.01.16_DVR3,F,0072,Low,648.566,0.676774,26,261.32,19.76,241.6,34,117.84,241.28,0,0,-,6,28.68,268.4,10,318.96,257.68,18,90.96,252,35,528.8,241.24,1,958.48,241.24
Result 1,Trial   174,Arena 3,Novel,CH2_03.01.16_DVR3,F,0122,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   174,Arena 4,Novel,CH2_03.01.16_DVR3,M,0104,High,602.742,0.737497,29,694.68,311.96,382.72,32,189,382.8,0,0,-,3,5.32,448.48,6,144.04,446.28,12,57.76,441.24,34,303.56,382.8,1,817.32,382.72
Result 1,Trial   175,Arena 1,Novel,CH3_03.01.16_DVR3,F,0085,High,271.535,0.564522,1,756.84,37.84,751.04,3,21.72,719,0,0,-,3,19.92,738.24,3,290.4,820.88,6,51.68,723.2,5,101.12,719,1,481.04,719
Result 1,Trial   175,Arena 2,Novel,CH3_03.01.16_DVR3,F,0091,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   175,Arena 3,Novel,CH3_03.01.16_DVR3,F,0139,Low,576.654,0.619099,9,299.72,31.16,390.32,16,308.04,268.56,0,0,-,2,15.4,305.6,4,279.56,305.64,8,75.16,301.64,13,545.6,268.56,1,931.48,268.56
Result 1,Trial   175,Arena 4,Novel,CH3_03.01.16_DVR3,M,0133,High,651.884,0.791428,16,654.48,278.16,376.32,33,149.64,376.36,0,0,-,5,32.48,481.44,6,90.4,477.44,15,65.92,426.88,25,389.24,376.36,1,823.72,376.32
Result 1,Trial   176,Arena 1,Novel,CH4_03.01.16_DVR3,M,0042,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   176,Arena 2,Novel,CH4_03.01.16_DVR3,F,0098,High,503.371,0.547024,43,337.52,57.84,279.52,50,120.32,293.48,20,140.76,528.92,24,390.48,477.04,6,603.76,362.4,10,56.88,314.28,47,201.88,293.48,1,920.36,279.52
Result 1,Trial   176,Arena 3,Novel,CH4_03.01.16_DVR3,F,0079,High,126.778,0.350797,4,1094.64,256.16,861.08,7,18.16,828.6,0,0,-,3,19.84,837.76,2,57.32,837.72,5,19.28,832.64,8,28.8,828.6,1,361.56,828.6
Result 1,Trial   176,Arena 4,Novel,CH4_03.01.16_DVR3,F,0130,Low,101.87,0.12013,0,352,0,-,2,6.56,352,41,205.04,684.04,41,586.52,408.48,5,776.44,419.84,5,18.52,405.08,1,53.08,352,1,848.04,352
Result 1,Trial   177,Arena 1,Novel,CH1_04.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   177,Arena 2,Novel,CH1_04.01.16_DVR3,F,0082,Low,9.14607,0.169372,0,1146,0,-,1,54.04,1146,0,0,-,0,0,-,0,0,-,0,0,-,1,54.04,1146,1,54.04,1146
Result 1,Trial   177,Arena 3,Novel,CH1_04.01.16_DVR3,F,0073,Low,340.787,0.286375,12,905.96,896.08,0,18,113.6,740.72,0,0,-,3,24.04,1049.72,2,73.84,816.44,5,21.84,814.16,15,198.4,740.72,1,1190.16,0
Result 1,Trial   177,Arena 4,Novel,CH1_04.01.16_DVR3,F,0121,High,363.72,0.675759,6,703.92,42.16,661.76,8,116.44,661.8,2,2.28,906.12,5,47.4,754.48,6,173.36,764.2,11,105.4,752.84,11,217.36,661.8,1,538.28,661.76
Result 1,Trial   178,Arena 1,Novel,CH2_04.01.16_DVR3,M,0070,High,289.871,0.241559,17,645.04,645.04,57.12,29,93.88,56.68,0,0,-,4,32.08,780.16,4,48.76,792.08,9,56.84,778.36,23,449.4,0,1,1200.04,0
Result 1,Trial   178,Arena 2,Novel,CH2_04.01.16_DVR3,F,0072,Low,439.867,0.803029,8,675.28,23.04,652.24,12,141.04,652.36,0,0,-,4,40.12,747.48,3,130.36,744.8,9,51.52,658,14,342.88,652.36,1,547.8,652.24
Result 1,Trial   178,Arena 3,Novel,CH2_04.01.16_DVR3,F,0122,High,121.33,0.385371,3,1107.28,222.12,885.52,4,10.52,885.16,0,0,-,3,36.52,899.88,1,50.52,886.8,3,19.12,885.6,5,23.12,885.16,1,314.88,885.16
Result 1,Trial   178,Arena 4,Novel,CH2_04.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   179,Arena 1,Novel,CH3_04.01.16_DVR3,F,0085,High,547.167,0.675916,32,499.64,109.16,506.84,43,171.88,390.48,3,8.2,564.44,10,66.32,469.52,13,157.12,470.28,22,169.08,412.16,42,374.2,390.48,1,809.56,390.48
Result 1,Trial   179,Arena 2,Novel,CH3_04.01.16_DVR3,F,0091,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   179,Arena 3,Novel,CH3_04.01.16_DVR3,F,0139,Low,232.878,0.593349,14,996.16,188.64,910.24,17,16.44,807.52,0,0,-,1,6.12,829.88,2,52.68,890.48,8,57.92,817,20,93.28,807.52,1,392.52,807.52
Result 1,Trial   179,Arena 4,Novel,CH3_04.01.16_DVR3,M,0133,High,425.762,0.50144,18,702.92,352,384.8,31,257.88,350.92,0,0,-,4,56.32,363.84,5,69.92,371.16,11,47.28,361.64,24,379.92,350.92,1,849.12,350.92
Result 1,Trial   180,Arena 1,Novel,CH4_04.01.16_DVR3,M,0042,High,279.13,0.363451,19,1047.84,615.84,432,24,18.36,458.36,1,0.36,484.84,2,13,476.04,1,32.88,477.76,5,17.48,464.72,22,101.84,458.36,1,768.04,432
Result 1,Trial   180,Arena 2,Novel,CH4_04.01.16_DVR3,F,0098,High,665.96,0.750699,22,503.68,190.8,312.88,39,125.52,312.92,12,133,342.56,19,70.8,329.6,8,281.72,330.72,14,73.72,324.92,28,340.92,312.92,1,887.16,312.88
Result 1,Trial   180,Arena 3,Novel,CH4_04.01.16_DVR3,F,0079,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   180,Arena 4,Novel,CH4_04.01.16_DVR3,F,0130,Low,378.786,0.366061,27,927.76,762.52,165.24,37,39.16,201.56,0,0,-,2,13.28,222.36,2,43.8,223.52,6,36.52,217.76,31,191.96,201.56,1,1034.8,165.24
Result 1,Trial   181,Arena 1,Novel,CH1_05.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   181,Arena 2,Novel,CH1_05.01.16_DVR3,F,0082,Low,519.331,0.872415,3,899.2,294.48,618.88,8,13.2,604.72,0,0,-,6,54.12,606.48,7,98.6,658.72,13,63.72,605.84,10,138.52,604.72,1,595.32,604.72
Result 1,Trial   181,Arena 3,Novel,CH1_05.01.16_DVR3,F,0073,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   181,Arena 4,Novel,CH1_05.01.16_DVR3,F,0121,High,370.677,0.799424,5,890.08,153.76,736.32,7,42.28,777.2,0,0,-,7,41.52,781.4,6,150.84,785.56,11,43.52,780.6,9,115.6,777.2,1,463.72,736.32
Result 1,Trial   182,Arena 1,Novel,CH2_05.01.16_DVR3,M,0070,High,181.66,0.289452,2,574.44,2.04,1018.68,13,436,572.4,0,0,-,3,21.32,998.04,1,16.92,1106.52,3,23.16,996.56,5,585.52,572.4,1,627.64,572.4
Result 1,Trial   182,Arena 2,Novel,CH2_05.01.16_DVR3,F,0072,Low,370.646,0.70524,11,819.88,145.44,674.44,22,47.8,674.48,0,0,-,5,55.6,730.96,3,100,756.12,9,149.52,727.96,17,130.64,674.48,1,525.6,674.44
Result 1,Trial   182,Arena 3,Novel,CH2_05.01.16_DVR3,F,0122,High,235.706,0.906281,22,1003.96,64.04,939.92,26,38.72,939.96,3,0.44,1067,9,78.84,988.12,3,82.52,1011.36,5,39.16,982.88,23,74.4,939.96,1,260.12,939.92
Result 1,Trial   182,Arena 4,Novel,CH2_05.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   183,Arena 1,Novel,CH3_05.01.16_DVR3,F,0085,High,344.156,0.566047,8,792.64,200.64,592,11,91.84,592.08,0,0,-,4,96.44,859.36,4,99.24,926.44,10,121.32,858.64,14,186.84,592.08,1,608.04,592
Result 1,Trial   183,Arena 2,Novel,CH3_05.01.16_DVR3,F,0091,Low,157.521,1.15621,2,1105,41.24,1063.76,5,4.4,1071.24,0,0,-,2,15.16,1077.2,1,16.04,1088.08,3,24.44,1073.28,4,54.56,1071.24,1,136.28,1063.76
Result 1,Trial   183,Arena 3,Novel,CH3_05.01.16_DVR3,F,0139,Low,116.434,0.167995,12,935.72,428.8,506.92,12,186.52,507.28,0,0,-,4,26.96,516.2,1,44.28,532.12,2,30.52,515.68,12,189.52,507.28,1,693.12,506.92
Result 1,Trial   183,Arena 4,Novel,CH3_05.01.16_DVR3,M,0133,High,2.03056E-13,8.82393E-16,1,1200.04,230.16,969.88,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,230.16,969.88
Result 1,Trial   184,Arena 1,Novel,CH4_05.01.16_DVR3,M,0042,High,460.733,0.837879,19,792.12,142,663,26,98.44,650.12,0,0,-,2,27.36,922.96,5,56,923.16,12,57.4,726.2,27,294.52,650.12,1,549.92,650.12
Result 1,Trial   184,Arena 2,Novel,CH4_05.01.16_DVR3,F,0098,High,710.212,0.637281,47,502.92,417.36,85.56,47,123.64,105.04,7,40.44,444.64,18,67.84,426.8,8,337,437.92,16,88.08,424.88,55,272.04,105.04,1,1114.48,85.56
Result 1,Trial   184,Arena 3,Novel,CH4_05.01.16_DVR3,F,0079,High,21.5301,0.108738,8,1047.28,45.28,1002,7,152.76,1002.2,0,0,-,0,0,-,0,0,-,0,0,-,7,152.76,1002.2,1,198.04,1002
Result 1,Trial   184,Arena 4,Novel,CH4_05.01.16_DVR3,F,0130,Low,527.023,0.695282,53,744.88,302.88,532.92,66,128,442,0,0,-,7,68.52,512.24,7,155.64,520.48,14,79.28,511.72,61,220.24,442,1,758.04,442
Result 1,Trial   185,Arena 1,Novel,CH1_06.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   185,Arena 2,Novel,CH1_06.01.16_DVR3,F,0082,Low,535.986,0.775532,4,825.24,316.36,612.04,17,16.88,508.88,1,2.04,810.88,5,22.68,595.28,6,97.52,515.96,14,86.88,512.56,12,190.4,508.88,1,691.16,508.88
Result 1,Trial   185,Arena 3,Novel,CH1_06.01.16_DVR3,F,0073,Low,369.585,0.722127,6,918.88,230.68,705.24,18,96.28,688.2,0,0,-,5,20.24,692.84,3,90.4,839.72,9,32.28,690.56,12,158.48,688.2,1,511.84,688.2
Result 1,Trial   185,Arena 4,Novel,CH1_06.01.16_DVR3,F,0121,High,496.141,0.413451,5,625.04,625.04,35.92,21,146.6,20.6,2,7.04,711.52,6,37.72,705.32,4,164.4,707,10,67.36,666.68,12,343.24,0,1,1200.04,0
Result 1,Trial   186,Arena 1,Novel,CH2_06.01.16_DVR3,M,0070,High,638.794,0.790351,22,464.32,72.56,407.6,32,209.96,391.76,1,5.04,1074,8,182.92,492.8,5,264.88,488.24,13,58.8,485.28,30,412.04,391.76,1,808.28,391.76
Result 1,Trial   186,Arena 2,Novel,CH2_06.01.16_DVR3,F,0072,Low,160.951,0.733865,3,981,0.32,1014.76,16,7.28,980.76,0,0,-,2,21.04,994,2,3.96,1099.76,5,54.72,985.32,7,160.36,980.68,1,219.36,980.68
Result 1,Trial   186,Arena 3,Novel,CH2_06.01.16_DVR3,F,0122,High,41.4232,0.473083,2,1176.2,63.88,1122.72,4,5.72,1112.32,0,0,-,0,0,-,0,0,-,1,1.72,1118.96,4,22.12,1112.32,1,87.72,1112.32
Result 1,Trial   186,Arena 4,Novel,CH2_06.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   187,Arena 1,Novel,CH3_06.01.16_DVR3,F,0085,High,471.885,0.710542,18,604.04,68.16,535.88,23,74.28,535.96,2,11.36,597.52,17,106.28,586.16,5,242.16,589.16,10,78.2,576.2,22,275.64,535.96,1,664.16,535.88
Result 1,Trial   187,Arena 2,Novel,CH3_06.01.16_DVR3,F,0091,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   187,Arena 3,Novel,CH3_06.01.16_DVR3,F,0139,Low,60.4541,0.0742314,5,1125.28,739.68,385.6,5,10.52,1025.36,2,2.56,1056.44,3,22.36,1035.2,1,22.96,1045.28,2,36.6,1032.92,5,15.2,1025.36,1,814.44,385.6
Result 1,Trial   187,Arena 4,Novel,CH3_06.01.16_DVR3,M,0133,High,527.47,0.67562,27,718.52,299.24,419.28,42,167.88,419.36,0,0,-,3,24.88,750.28,2,138.2,649.08,7,22.88,646.96,32,320.44,419.36,1,780.76,419.28
Result 1,Trial   188,Arena 1,Novel,CH4_06.01.16_DVR3,M,0042,High,405.008,0.602583,12,646.96,119.08,528.48,33,358.72,527.88,5,25.68,588.04,10,34,577.64,5,88.6,586.44,12,39.84,576.32,20,424.64,527.88,1,672.16,527.88
Result 1,Trial   188,Arena 2,Novel,CH4_06.01.16_DVR3,F,0098,High,750.843,0.625703,32,251.64,251.64,108.92,41,143.08,102.8,14,140.52,133.72,21,100.48,125.2,8,430.36,133.08,15,72.6,122.76,40,445.44,0,1,1200.04,0
Result 1,Trial   188,Arena 3,Novel,CH4_06.01.16_DVR3,F,0079,High,1.00987E-12,8.41561E-16,1,1200.04,1200.04,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,1200.04,0
Result 1,Trial   188,Arena 4,Novel,CH4_06.01.16_DVR3,F,0130,Low,8.27551E-13,6.89626E-16,1,1200.04,1200.04,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,1200.04,0
Result 1,Trial   189,Arena 1,Novel,CH1_07.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   189,Arena 2,Novel,CH1_07.01.16_DVR3,F,0082,Low,674.838,1.12744,5,740.6,139.16,704.64,9,28.76,601.44,4,4.2,605.52,15,60.28,603.44,10,89.16,604.12,21,95.72,602.56,17,274.56,601.44,1,598.6,601.44
Result 1,Trial   189,Arena 3,Novel,CH1_07.01.16_DVR3,F,0073,Low,629.809,0.990391,23,691.12,127.04,564.08,35,119.72,564.44,0,0,-,12,80.6,607.96,4,146.12,702.8,14,110.36,607.08,32,252.44,564.44,1,635.96,564.08
Result 1,Trial   189,Arena 4,Novel,CH1_07.01.16_DVR3,F,0121,High,583.838,0.932768,6,674,99.92,828.04,9,28.36,622.4,0,0,-,19,59.16,576.68,6,197.52,585.08,12,66.44,575.12,13,262.08,574.08,1,625.96,574.08
Result 1,Trial   190,Arena 1,Novel,CH2_07.01.16_DVR3,M,0070,High,414.603,0.499137,16,381.8,12.44,369.56,26,591.56,369.36,0,0,-,8,34.64,621.72,3,31.48,807.16,10,64.68,621.08,24,722.08,369.36,1,830.68,369.36
Result 1,Trial   190,Arena 2,Novel,CH2_07.01.16_DVR3,F,0072,Low,250.55,0.208791,17,513.84,513.84,609.96,21,33.84,609.12,1,2.8,946.44,3,155.8,473.8,5,282.52,293.56,7,70.32,287,19,333.36,0,1,1200.04,0
Result 1,Trial   190,Arena 3,Novel,CH2_07.01.16_DVR3,F,0122,High,76.3924,0.21636,0,846.92,0,-,1,26.52,846.92,5,19.48,945.16,6,266.28,878.92,1,320.6,879.44,1,2.16,877.28,1,30.36,846.92,1,353.12,846.92
Result 1,Trial   190,Arena 4,Novel,CH2_07.01.16_DVR3,M,0104,High,9.93971E-13,8.28309E-16,1,1200.04,1200.04,0,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,1200.04,0
Result 1,Trial   191,Arena 1,Novel,CH3_07.01.16_DVR3,F,0085,High,419.703,0.578326,17,584.12,109.84,475.36,20,108.36,474.28,0,0,-,10,194.36,495.56,4,221.76,510.36,11,140.68,494.48,25,253.48,474.28,1,725.76,474.28
Result 1,Trial   191,Arena 2,Novel,CH3_07.01.16_DVR3,F,0091,Low,112.408,0.823379,1,1141.8,78.32,1105.48,4,3.36,1063.48,0,0,-,1,5.4,1070.24,0,0,-,5,19.92,1067.36,6,38.32,1063.48,1,136.56,1063.48
Result 1,Trial   191,Arena 3,Novel,CH3_07.01.16_DVR3,F,0139,Low,57.3809,0.0478174,4,1055.88,1055.88,125.44,33,48,0.64,0,0,-,1,10.2,128.04,0,0,-,1,15.36,127.16,5,128.8,0,1,1200.04,0
Result 1,Trial   191,Arena 4,Novel,CH3_07.01.16_DVR3,M,0133,High,406.117,0.373874,6,501.52,387.76,136.12,20,29.4,113.76,1,26.76,1027.72,11,495.28,115.52,3,504.88,566.96,8,70.92,114.88,12,122.72,113.76,1,1086.28,113.76
Result 1,Trial   192,Arena 1,Novel,CH4_07.01.16_DVR3,M,0042,High,342.104,0.52001,18,856.28,314.16,542.12,34,121.36,550.2,0,0,-,4,45.04,556.56,4,63.44,570.36,9,72.92,555.56,22,207.4,550.2,1,657.92,542.12
Result 1,Trial   192,Arena 2,Novel,CH4_07.01.16_DVR3,F,0098,High,642.592,0.810494,42,564.84,157.76,407.08,48,119.96,422.6,2,19.76,558.8,9,75.4,428.6,9,198.96,439.32,15,110.72,427.24,48,325.52,422.6,1,792.96,407.08
Result 1,Trial   192,Arena 3,Novel,CH4_07.01.16_DVR3,F,0079,High,57.546,0.0790511,5,551,79.08,462.04,7,137.92,462.08,0,0,-,1,11.84,527.4,0,0,-,1,19.72,525.12,6,629.32,462.08,1,728.12,462.04
Result 1,Trial   192,Arena 4,Novel,CH4_07.01.16_DVR3,F,0130,Low,144.062,0.219459,18,1022.32,478.76,543.56,18,9.72,543.68,3,11,702.72,6,144.76,566.96,5,132.88,586.6,6,33.72,566.48,18,11.12,543.68,1,656.48,543.56
Result 1,Trial   193,Arena 1,Novel,CH1_08.01.16_DVR3,F,0086,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   193,Arena 2,Novel,CH1_08.01.16_DVR3,F,0082,Low,1029.71,1.2402,6,481.72,112,369.72,9,47.88,380.48,3,7.92,837.72,13,63.88,382.08,10,333.72,385.36,21,75.96,381.04,17,308.64,380.48,1,830.32,369.72
Result 1,Trial   193,Arena 3,Novel,CH1_08.01.16_DVR3,F,0073,Low,768.085,1.25792,15,653.36,63.96,591.84,33,164.36,589.4,2,2.64,802.84,9,48.72,606.08,7,168.68,608.6,14,52.72,603.52,23,325.28,589.4,1,610.64,589.4
Result 1,Trial   193,Arena 4,Novel,CH1_08.01.16_DVR3,F,0121,High,397.172,0.746284,20,840.32,172.52,667.8,26,64.16,736.76,1,18.32,911.56,4,45.28,895.16,3,91.08,911.56,10,54.84,794.4,26,213.8,736.76,1,532.24,667.8
Result 1,Trial   194,Arena 1,Novel,CH2_08.01.16_DVR3,M,0070,High,601.443,0.501203,31,12.84,12.84,503.4,45,464.84,169.32,0,0,-,8,63.84,591.56,5,286.28,585.8,11,82.28,510,38,818.64,0,1,1200.04,0
Result 1,Trial   194,Arena 2,Novel,CH2_08.01.16_DVR3,F,0072,Low,408.402,0.635428,15,769.64,212.36,557.28,31,83.56,557.4,5,16.08,634.44,7,40.96,628.16,5,143.64,630.36,9,46.2,627.04,19,240.56,557.4,1,642.76,557.28
Result 1,Trial   194,Arena 3,Novel,CH2_08.01.16_DVR3,F,0122,High,573.633,0.478028,19,712.84,712.84,0,25,107.8,619.24,6,48.04,644.08,16,101.16,638.72,7,249,638.72,12,37.12,635.76,24,201.08,619.24,1,1200.04,0
Result 1,Trial   194,Arena 4,Novel,CH2_08.01.16_DVR3,M,0104,High,10.8118,0.225811,2,1176.04,23.92,1152.12,5,15.88,1152.44,0,0,-,0,0,-,0,0,-,0,0,-,1,24,1152.44,1,47.92,1152.12
Result 1,Trial   195,Arena 1,Novel,CH3_08.01.16_DVR3,F,0085,High,489.152,0.714299,29,602,86.8,515.2,34,110.76,516.16,6,31.64,603,15,119.76,596.36,5,257.56,599.2,11,87.24,592.92,35,253.24,516.16,1,684.84,515.2
Result 1,Trial   195,Arena 2,Novel,CH3_08.01.16_DVR3,F,0091,Low,173.46,0.628934,18,1063.32,139.12,924.2,24,30.52,929.6,2,3.32,1134,4,19.48,1033.16,2,42.4,1036.2,4,9.8,1031.76,20,84.52,929.6,1,275.84,924.2
Result 1,Trial   195,Arena 3,Novel,CH3_08.01.16_DVR3,F,0139,Low,306.701,0.384375,24,830.96,428.88,480.04,29,149,402.08,0,0,-,5,22.16,555.2,4,80.16,555.24,9,56.88,538.44,29,232.04,402.08,1,797.96,402.08
Result 1,Trial   195,Arena 4,Novel,CH3_08.01.16_DVR3,M,0133,High,857.144,1.08902,14,455.32,42.4,478.04,38,139.24,412.92,0,0,-,9,116.96,420.24,9,129.88,436.52,22,101.84,418.36,27,513,412.92,1,787.12,412.92
Result 1,Trial   196,Arena 1,Novel,CH4_08.01.16_DVR3,M,0042,High,488.218,0.841465,23,883.56,263.76,619.8,40,104.72,619.88,6,24.96,819.68,11,32.48,757.44,4,82.92,759.76,9,23.24,756.2,27,210.32,619.88,1,580.24,619.8
Result 1,Trial   196,Arena 2,Novel,CH4_08.01.16_DVR3,F,0098,High,478.294,0.632397,22,798.88,355.2,443.68,28,58.88,738.92,4,22.76,765.96,9,53.16,757.4,7,126.68,765.96,13,89.56,755.96,28,184.92,738.92,1,756.36,443.68
