,Trial,Arena,Assay,ChDate,Sex,LizID,Trt,TotalDist,Velocity,Hide_Freq,Hide_Duration,Hide_DurationOrig,Hide_LatFirst,Entry_Freq,Entry_Duration,Entry_LatFirst,NovItem_Freq,NovItem_Duration,NovItem_LatFirst,NovZone_Freq,NovZone_Duration,NovZone_LatFirst,Social_Freq,Social_Duration,Social_LatFirst,Neutral_Freq,Neutral_Duration,Neutral_LatFirst,Asocial_Freq,Asocial_Duration,Asocial_LatFirst,Arena_Freq,Arena_Duration,Arena_LatFirst
Result 1,Trial   196,Arena 3,Novel,CH4_08.01.16_DVR3,F,0079,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   196,Arena 4,Novel,CH4_08.01.16_DVR3,F,0130,Low,318.492,0.960124,17,970.56,102.28,868.28,19,27.12,921.6,1,3.4,947.4,7,64.96,938.44,5,125.64,939.16,7,47,934.92,19,56.84,921.6,1,331.76,868.28
Result 1,Trial   197,Arena 1,Novel,CH1_09.01.16_DVR3,F,0086,High,222.585,0.185488,4,76.44,76.44,924.6,12,963.44,0,0,0,-,3,40.08,853.32,8,53.44,858.68,11,38.76,847.44,8,1031.4,0,1,1200.04,0
Result 1,Trial   197,Arena 2,Novel,CH1_09.01.16_DVR3,F,0082,Low,516.849,0.430708,9,90.28,90.28,794.28,11,812.2,0,0,0,-,1,4.48,886.84,5,147.32,894.12,10,50,885.16,14,912.44,0,1,1200.04,0
Result 1,Trial   197,Arena 3,Novel,CH1_09.01.16_DVR3,F,0073,Low,113.441,0.0945342,4,315.16,315.16,811.56,13,835.92,0,0,0,-,1,10.28,848,1,17.28,883.32,3,19.64,846.72,7,847.96,0,1,1200.04,0
Result 1,Trial   197,Arena 4,Novel,CH1_09.01.16_DVR3,F,0121,High,200.213,0.166844,4,395.16,395.16,711.12,7,574.44,0,0,0,-,4,78.96,573.2,1,54.44,837.44,3,131.92,569.96,6,618.52,0,1,1200.04,0
Result 1,Trial   198,Arena 1,Novel,CH2_09.01.16_DVR3,M,0070,High,581.454,0.682138,16,481.6,134,347.6,48,90.88,347.84,0,0,-,10,68.52,415.92,7,135.48,588,15,106.4,413.4,24,476.56,347.84,1,852.44,347.6
Result 1,Trial   198,Arena 2,Novel,CH2_09.01.16_DVR3,F,0072,Low,469.119,0.796197,2,610.8,0.12,650.96,10,163.32,600.8,0,0,-,7,33.68,611.52,2,157.44,722.8,10,94.16,608.6,11,337.64,600.8,1,589.36,600.8
Result 1,Trial   198,Arena 3,Novel,CH2_09.01.16_DVR3,F,0122,High,2.79648E-13,1.33064E-15,1,1200.04,210.2,989.84,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,0,0,-,1,210.2,989.84
Result 1,Trial   198,Arena 4,Novel,CH2_09.01.16_DVR3,M,0104,High,211.579,0.176316,4,1087.72,1087.72,0,5,12.04,869.8,0,0,-,2,2.64,894.96,1,22.92,986.6,3,18.72,886.2,5,70.68,869.8,1,1200.04,0
Result 1,Trial   199,Arena 1,Novel,CH3_09.01.16_DVR3,F,0085,High,584.118,0.709501,10,448.96,72.24,376.72,19,114.6,376.84,1,2.32,1067.76,10,143.08,431.56,6,233.24,538.04,13,214.08,428.4,16,303.76,376.84,1,823.32,376.72
Result 1,Trial   199,Arena 2,Novel,CH3_09.01.16_DVR3,F,0091,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   199,Arena 3,Novel,CH3_09.01.16_DVR3,F,0139,Low,201.829,0.31597,3,1031,469.76,561.24,7,7.28,564.04,0,0,-,2,10.16,593.52,3,77.8,579,5,36.88,570.64,4,54.36,564.04,1,638.8,561.24
Result 1,Trial   199,Arena 4,Novel,CH3_09.01.16_DVR3,M,0133,High,598.747,0.750573,10,656.72,254.44,533.8,20,197,402.28,0,0,-,9,55.76,444.56,4,86.6,688.36,13,78.32,442.88,19,378.4,402.28,1,797.76,402.28
Result 1,Trial   200,Arena 1,Novel,CH4_09.01.16_DVR3,M,0042,High,297.261,0.600528,7,930.32,225.32,795.6,16,54.36,705,0,0,-,1,9.36,961.16,2,72.72,969.32,5,18.28,713.96,10,178.72,705,1,495.04,705
Result 1,Trial   200,Arena 2,Novel,CH4_09.01.16_DVR3,F,0098,High,677.937,0.893811,17,621.84,180.32,529.88,24,65.36,529.16,0,0,-,6,111.88,448.56,8,188.6,507.72,15,156.68,447.4,25,232.92,441.52,1,758.52,441.52
Result 1,Trial   200,Arena 3,Novel,CH4_09.01.16_DVR3,F,0079,High,55.0751,1.20885,2,1154.84,0.4,1154.44,2,9.64,1154.48,0,0,-,2,10.8,1166.2,1,7.36,1190.8,3,18.2,1164.96,3,19.64,1154.48,1,45.6,1154.44
Result 1,Trial   200,Arena 4,Novel,CH4_09.01.16_DVR3,F,0130,Low,50.2796,0.0789418,4,926.16,363.08,582.68,6,1.64,563.08,0,0,-,3,254.52,569.08,0,0,-,2,268.4,564.44,6,5.48,563.08,1,636.96,563.08
Result 1,Trial   201,Arena 1,Novel,CH1_10.01.16_DVR3,F,0086,High,240.87,0.700774,6,1000,143.72,856.28,13,46.88,856.52,1,0.28,913,6,43.96,886.88,2,78.28,887.32,4,15.64,884.48,8,106.12,856.52,1,343.76,856.28
Result 1,Trial   201,Arena 2,Novel,CH1_10.01.16_DVR3,F,0082,Low,1656.19,1.87242,33,447.8,132.44,315.24,55,121.2,315.28,3,18.52,754.76,7,20.64,698.12,12,117.68,413.96,31,94.72,381.16,51,539.84,315.28,1,884.68,315.24
Result 1,Trial   201,Arena 3,Novel,CH1_10.01.16_DVR3,F,0073,Low,531.763,0.984091,4,854.36,194.72,659.64,8,18.96,661.6,0,0,-,1,8.08,664.16,5,67.44,693.2,12,64.12,663.44,11,214.12,661.6,1,540.4,659.64
Result 1,Trial   201,Arena 4,Novel,CH1_10.01.16_DVR3,F,0121,High,539.09,0.449242,5,154.2,154.2,458.08,8,135.76,457.2,1,45.16,1072.52,6,69.12,447.16,5,354.88,312.72,11,82.6,278.6,11,608.36,0,1,1200.04,0
Result 1,Trial   202,Arena 1,Novel,CH2_10.01.16_DVR3,M,0070,High,343.057,0.285881,4,206.64,206.64,517,10,115.12,516.52,0,0,-,2,31.72,501.52,3,84.6,831.8,6,44.4,495.12,8,864.4,0,1,1200.04,0
Result 1,Trial   202,Arena 2,Novel,CH2_10.01.16_DVR3,F,0072,Low,145.32,0.310832,5,1051.32,318.84,732.48,7,18.16,732.56,1,0.4,1100.52,3,57.64,1064.76,2,89.52,1070.8,3,13.04,1063.32,6,46.16,732.56,1,467.56,732.48
Result 1,Trial   202,Arena 3,Novel,CH2_10.01.16_DVR3,F,0122,High,152.072,0.483812,10,1054.96,169.28,885.68,11,24.84,886,0,0,-,2,28.48,1105.44,4,27.64,1113.12,6,27.96,1103,12,89.48,886,1,314.36,885.68
Result 1,Trial   202,Arena 4,Novel,CH2_10.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   203,Arena 1,Novel,CH3_10.01.16_DVR3,F,0085,High,136.739,0.325632,6,965.92,185.84,780.08,9,66.68,780.36,0,0,-,2,19.8,915.76,1,42.92,1016.84,3,83.96,912.48,7,107.24,780.36,1,419.96,780.08
Result 1,Trial   203,Arena 2,Novel,CH3_10.01.16_DVR3,F,0091,Low,130.467,0.510754,7,996.84,52.28,944.56,12,144.32,944.76,0,0,-,1,5.44,1016.12,1,21.08,1000.32,2,4.84,996.4,7,177.28,944.76,1,255.48,944.56
Result 1,Trial   203,Arena 3,Novel,CH3_10.01.16_DVR3,F,0139,Low,171.144,0.351627,4,987.12,273.84,910.08,6,32.52,713.28,0,0,-,3,29.12,752.72,1,54.28,806.4,3,38.92,749.08,6,119.72,713.28,1,486.76,713.28
Result 1,Trial   203,Arena 4,Novel,CH3_10.01.16_DVR3,M,0133,High,693.849,0.796905,23,705.08,375.76,329.32,41,109.92,445.88,1,1.6,893.64,12,67.48,518.48,8,134.84,519.84,17,72.04,516.72,31,288.08,445.88,1,870.72,329.32
Result 1,Trial   204,Arena 1,Novel,CH4_10.01.16_DVR3,M,0042,High,627.606,0.820186,15,716.76,281.96,434.8,31,56.36,435.04,5,2.04,450.8,13,47.08,442.52,7,85.32,450.24,15,67.48,441.12,23,330.48,435.04,1,765.24,434.8
Result 1,Trial   204,Arena 2,Novel,CH4_10.01.16_DVR3,F,0098,High,337.538,0.281281,28,873.36,873.36,0,47,115,55,6,28.32,843.72,10,56.6,832.56,4,96.92,838.52,8,37.36,831.36,31,192.4,27.28,1,1200.04,0
Result 1,Trial   204,Arena 3,Novel,CH4_10.01.16_DVR3,F,0079,High,85.2025,0.305473,2,1115.72,194.64,1005.36,3,1.56,921.08,0,0,-,3,24.16,923.68,1,53.08,935.68,2,20.96,921.96,3,10.28,921.08,1,278.96,921.08
Result 1,Trial   204,Arena 4,Novel,CH4_10.01.16_DVR3,F,0130,Low,392.365,0.665838,7,738,127.28,610.8,12,29.48,610.72,0,0,-,1,8.96,643.36,2,26.2,642.48,6,66,632.44,11,369.84,610.72,1,589.32,610.72
Result 1,Trial   205,Arena 1,Novel,CH1_11.01.16_DVR3,F,0086,High,267.107,0.417956,15,715.44,154.64,550.92,22,68.68,550.96,0,0,-,5,18.68,684.32,2,71.56,685.12,8,96.24,674.44,21,316.8,550.96,1,639.24,550.92
Result 1,Trial   205,Arena 2,Novel,CH1_11.01.16_DVR3,F,0082,Low,546.029,0.518231,9,688.92,542.56,188.96,13,97.92,146.36,0,0,-,12,35.92,153,5,231,159.88,13,68.64,151.16,17,211.48,146.36,1,1053.68,146.36
Result 1,Trial   205,Arena 3,Novel,CH1_11.01.16_DVR3,F,0073,Low,276.781,0.667328,7,990.72,205.48,862.28,12,75.68,785.24,0,0,-,6,18.76,848.04,3,25.92,849.44,7,31.4,845.84,11,152,785.24,1,414.8,785.24
Result 1,Trial   205,Arena 4,Novel,CH1_11.01.16_DVR3,F,0121,High,488.325,0.488501,7,637.2,436.84,353.88,15,70.36,200.36,0,0,-,4,19.24,299.16,4,143.48,298.52,11,80.88,291,15,338.48,200.36,1,999.68,200.36
Result 1,Trial   206,Arena 1,Novel,CH2_11.01.16_DVR3,M,0070,High,465.235,0.443977,42,519.36,367.24,152.12,54,433.48,152.8,0,0,-,7,18.84,159.72,3,95.92,416.28,10,54.16,155.8,49,530.6,152.8,1,1047.92,152.12
Result 1,Trial   206,Arena 2,Novel,CH2_11.01.16_DVR3,F,0072,Low,434.161,0.608614,21,694.72,208.2,486.36,30,37.56,486.64,4,47.84,802.88,15,182.84,507.2,8,181,515.48,15,171.64,505.16,27,152.68,486.64,1,713.52,486.36
Result 1,Trial   206,Arena 3,Novel,CH2_11.01.16_DVR3,F,0122,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   206,Arena 4,Novel,CH2_11.01.16_DVR3,M,0104,High,98.3866,0.24825,5,1092.72,289.04,803.68,5,42.72,1044.56,0,0,-,1,2.24,1083.44,1,19.68,1085.88,2,5.04,1082.16,5,82.6,1044.56,1,396.36,803.68
Result 1,Trial   207,Arena 1,Novel,CH3_11.01.16_DVR3,F,0085,High,1256.06,1.04672,31,174.64,174.64,87.6,61,171.48,86.44,9,59.76,273.52,27,119.64,219.28,16,363.52,236.36,29,150.8,215.72,45,511.08,0,1,1200.04,0
Result 1,Trial   207,Arena 2,Novel,CH3_11.01.16_DVR3,F,0091,Low,472.749,0.579719,11,842.36,457.84,401.44,23,18.88,401.2,0,0,-,2,7.48,390.64,4,45.4,483.8,11,48.84,389.08,18,263.44,384.52,1,815.52,384.52
Result 1,Trial   207,Arena 3,Novel,CH3_11.01.16_DVR3,F,0139,Low,489.032,0.41685,17,469,442.16,456.4,31,55.56,26.84,0,0,-,4,42.64,27.68,2,59.16,712.56,12,366.12,27.36,27,305.76,26.84,1,1173.2,26.84
Result 1,Trial   207,Arena 4,Novel,CH3_11.01.16_DVR3,M,0133,High,898.415,1.14395,21,578.16,163.52,415.24,38,119.08,414.64,1,3.24,781.8,20,64.12,436.52,6,119.16,473.16,17,99.2,434.64,33,403.52,414.64,1,785.4,414.64
Result 1,Trial   208,Arena 1,Novel,CH4_11.01.16_DVR3,M,0042,High,1040.8,0.965776,26,373.36,251.04,122.32,43,264.16,122.76,4,9.12,168.64,14,62.92,140.56,12,134.2,144.16,28,85.24,139.72,41,607.24,122.76,1,1077.72,122.32
Result 1,Trial   208,Arena 2,Novel,CH4_11.01.16_DVR3,F,0098,High,832.597,0.693831,44,481.24,481.24,0,58,105.4,247.84,4,16.8,565.96,12,105.04,292.56,8,259.64,300.92,18,104.64,290.56,54,354.52,247.84,1,1200.04,0
Result 1,Trial   208,Arena 3,Novel,CH4_11.01.16_DVR3,F,0079,High,228.54,0.230923,4,538.48,328.16,367.88,6,110.16,210.32,1,0.16,1086.88,7,240.08,318,2,329.76,707.16,3,200.36,317.6,6,131.44,210.32,1,989.72,210.32
Result 1,Trial   208,Arena 4,Novel,CH4_11.01.16_DVR3,F,0130,Low,242.743,0.229349,9,781.36,639.76,166.92,12,6.84,141.6,1,7.4,918.12,8,272.4,142.08,6,296.28,749.48,9,95.92,141.76,12,26.48,141.6,1,1058.44,141.6
Result 1,Trial   209,Arena 1,Novel,CH1_12.01.16_DVR3,F,0086,High,195.746,0.454547,18,1059.04,289.68,769.36,23,30.48,770.48,1,0.64,1026.4,2,21.52,1015.56,1,43.4,994.2,3,12.12,841.84,19,85.48,770.48,1,430.68,769.36
Result 1,Trial   209,Arena 2,Novel,CH1_12.01.16_DVR3,F,0082,Low,602.685,0.870228,4,654.72,147.28,641.24,18,177.04,507.44,0,0,-,4,15.2,531.56,8,126.16,532.72,15,45.52,528.96,11,373.64,507.44,1,692.6,507.44
Result 1,Trial   209,Arena 3,Novel,CH1_12.01.16_DVR3,F,0073,Low,834.105,1.16966,41,655.36,168.6,483.32,116,266.48,483.8,0,0,-,0,0,-,2,26.24,741.72,9,17.64,738.24,48,500.8,483.8,1,713.28,483.32
Result 1,Trial   209,Arena 4,Novel,CH1_12.01.16_DVR3,F,0121,High,248.314,0.206928,9,820.2,820.2,175.76,12,172.8,46.28,0,0,-,0,0,-,1,34.76,994.16,2,6.76,990.12,10,338.32,0,1,1200.04,0
Result 1,Trial   210,Arena 1,Novel,CH2_12.01.16_DVR3,M,0070,High,320.001,0.559481,18,952.36,324.32,670.36,25,24,628.04,0,0,-,1,14.04,650.8,2,54.2,641.56,6,42.32,638.08,22,151.16,628.04,1,572,628.04
Result 1,Trial   210,Arena 2,Novel,CH2_12.01.16_DVR3,F,0072,Low,645.59,0.912108,32,697.12,204.96,537.48,53,135.32,492.16,0,0,-,3,21.52,625.68,9,194.36,594.84,18,33.72,592.56,41,274.84,492.16,1,707.88,492.16
Result 1,Trial   210,Arena 3,Novel,CH2_12.01.16_DVR3,F,0122,High,302.833,0.782837,17,965.8,152.64,813.16,18,38.4,814.12,5,19.84,841.56,10,35.44,830.24,4,112.4,841.72,8,38.92,827.2,21,82.92,814.12,1,386.88,813.16
Result 1,Trial   210,Arena 4,Novel,CH2_12.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   211,Arena 1,Novel,CH3_12.01.16_DVR3,F,0085,High,833.816,0.694847,34,71.6,71.6,248.32,46,231.6,234.56,1,1.6,705.2,13,55.64,149.96,7,444.28,12.44,16,140.2,0,43,543.96,212.48,1,1200.04,0
Result 1,Trial   211,Arena 2,Novel,CH3_12.01.16_DVR3,F,0091,Low,311.399,0.48085,2,985.28,432.88,645.16,10,18.64,552.4,0,0,-,4,8.68,561.16,3,37.76,562.28,11,36.4,557.16,10,140.6,552.4,1,647.64,552.4
Result 1,Trial   211,Arena 3,Novel,CH3_12.01.16_DVR3,F,0139,Low,145.472,1.32973,0,1090.6,0,-,3,2.28,1090.6,0,0,-,0,0,-,1,39.12,1107.68,3,17.72,1103.72,3,52.6,1090.6,1,109.44,1090.6
Result 1,Trial   211,Arena 4,Novel,CH3_12.01.16_DVR3,M,0133,High,565.17,0.832405,28,770.96,249.92,521.04,40,71.28,521.12,0,0,-,6,73.68,588.72,3,93.04,692.8,9,52.8,547.56,34,283.24,521.12,1,679,521.04
Result 1,Trial   212,Arena 1,Novel,CH4_12.01.16_DVR3,M,0042,High,585.038,0.72553,32,728.84,335.2,393.64,51,165.36,394.16,0,0,-,4,31.12,595.8,6,83.16,599.48,12,89.32,515.6,37,298.72,394.16,1,806.4,393.64
Result 1,Trial   212,Arena 2,Novel,CH4_12.01.16_DVR3,F,0098,High,479.201,0.40269,15,159.6,149.72,451.72,28,659.44,30.88,2,53.36,635.92,7,47.04,489.88,6,168.56,500.52,13,71.96,487.8,23,799.92,0,1,1190.16,0
Result 1,Trial   212,Arena 3,Novel,CH4_12.01.16_DVR3,F,0079,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   212,Arena 4,Novel,CH4_12.01.16_DVR3,F,0130,Low,423.121,0.739102,36,934.04,306.52,627.52,39,28.4,627.92,0,0,-,1,9.92,1190.12,3,71.64,1027.96,8,29.92,916.08,41,164.44,627.92,1,572.52,627.52
Result 1,Trial   213,Arena 1,Novel,CH1_13.01.16_DVR3,F,0086,High,329.161,0.660383,15,927.68,226.12,701.56,19,53.76,701.64,0,0,-,6,25.48,812.36,4,69.92,815.92,8,35.76,808.16,18,166.68,701.64,1,498.48,701.56
Result 1,Trial   213,Arena 2,Novel,CH1_13.01.16_DVR3,F,0082,Low,261.414,0.784555,12,980.68,113.88,918.84,18,35.8,866.8,0,0,-,2,10.8,877.92,2,58.2,880.88,5,45.84,876.32,15,115.32,866.8,1,333.24,866.8
Result 1,Trial   213,Arena 3,Novel,CH1_13.01.16_DVR3,F,0073,Low,493.77,1.00778,16,912.6,202.56,710.04,26,43.12,710.08,0,0,-,5,7.12,717.64,5,68.32,745.64,12,50.84,716.72,22,168.28,710.08,1,490,710.04
Result 1,Trial   213,Arena 4,Novel,CH1_13.01.16_DVR3,F,0121,High,589.541,0.878077,24,771.72,243.12,528.6,29,93,528.64,0,0,-,3,2.8,679.76,6,116.92,574.48,13,55.56,571,30,255.84,528.64,1,671.44,528.6
Result 1,Trial   214,Arena 1,Novel,CH2_13.01.16_DVR3,M,0070,High,300.19,0.493767,16,729.16,137.12,592.04,21,332,592.08,0,0,-,3,8.4,679.8,2,20.8,710.68,8,62.44,678.44,22,387.64,592.08,1,608,592.04
Result 1,Trial   214,Arena 2,Novel,CH2_13.01.16_DVR3,F,0072,Low,494.529,0.928448,21,761.72,94.36,695.92,35,75.64,667.4,0,0,-,10,45.56,670.92,4,114.8,822.52,12,80.92,668.72,29,242.6,667.36,1,532.68,667.36
Result 1,Trial   214,Arena 3,Novel,CH2_13.01.16_DVR3,F,0122,High,419.032,0.791523,11,862.4,191.8,707.16,16,39.04,670.6,0,0,-,10,54.48,673.44,6,140.16,680.72,10,59.44,672,15,138.04,670.6,1,529.44,670.6
Result 1,Trial   214,Arena 4,Novel,CH2_13.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   215,Arena 1,Novel,CH3_13.01.16_DVR3,F,0085,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   215,Arena 2,Novel,CH3_13.01.16_DVR3,F,0091,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   215,Arena 3,Novel,CH3_13.01.16_DVR3,F,0139,Low,212.009,0.271751,16,912.24,492.4,463.44,25,113.96,419.84,0,0,-,1,5.16,514.08,3,50.04,559.28,7,66.64,511.96,20,171.12,419.84,1,780.2,419.84
Result 1,Trial   215,Arena 4,Novel,CH3_13.01.16_DVR3,M,0133,High,440.714,1.42441,12,912.32,21.72,908.52,21,42.84,890.6,1,5.6,1129.08,11,22.88,898.16,2,41.24,1013.8,11,57.72,897.08,22,188.76,890.6,1,309.44,890.6
Result 1,Trial   216,Arena 1,Novel,CH4_13.01.16_DVR3,M,0042,High,257.065,0.824877,11,1038.36,150,888.36,14,32.4,889.04,0,0,-,3,7.68,911.44,3,54.64,915.2,7,22.28,907,14,84.76,889.04,1,311.68,888.36
Result 1,Trial   216,Arena 2,Novel,CH4_13.01.16_DVR3,F,0098,High,346,0.380739,26,779.84,488.6,316.36,33,237.32,291.24,2,18.24,993.08,7,38.68,304.48,5,94.16,488.72,10,53,303.68,31,273.04,291.24,1,908.8,291.24
Result 1,Trial   216,Arena 3,Novel,CH4_13.01.16_DVR3,F,0079,High,65.792,0.168923,7,1136.6,326.08,810.52,12,12.96,810.68,0,0,-,2,20.84,1137.72,0,0,-,1,27.8,1136.12,8,35.64,810.68,1,389.52,810.52
Result 1,Trial   216,Arena 4,Novel,CH4_13.01.16_DVR3,F,0130,Low,473.151,0.890252,9,795.96,127.44,688.24,14,35.92,668.52,0,0,-,5,17.52,673.12,5,167,731.16,11,98.52,670.84,15,138.56,668.52,1,531.52,668.52
Result 1,Trial   217,Arena 1,Novel,CH1_14.01.16_DVR3,F,0086,High,441.11,0.492376,14,714.12,410,304.12,22,74.24,413.8,9,14.24,531.84,15,64.96,522.12,6,128,522.96,13,111.4,484.6,20,246.52,413.8,1,895.92,304.12
Result 1,Trial   217,Arena 2,Novel,CH1_14.01.16_DVR3,F,0082,Low,1080.49,1.1241,27,331.64,92.84,238.8,32,234.28,239.2,7,24.32,840.88,16,81.32,295.4,10,320.24,305.72,20,73.8,293.68,37,474.36,239.2,1,961.24,238.8
Result 1,Trial   217,Arena 3,Novel,CH1_14.01.16_DVR3,F,0073,Low,435.772,0.928914,21,871.16,140.28,730.88,33,144.68,731.28,0,0,-,3,22.36,775.48,5,94.12,777.36,11,39.52,772.8,26,195.24,731.28,1,469.16,730.88
Result 1,Trial   217,Arena 4,Novel,CH1_14.01.16_DVR3,F,0121,High,850.493,0.940561,12,366.44,70.68,295.76,15,12.16,341.64,3,52.72,418.8,9,67.12,376.88,10,454.72,362.16,17,140.84,360.96,19,238.04,341.64,1,904.28,295.76
Result 1,Trial   218,Arena 1,Novel,CH2_14.01.16_DVR3,M,0070,High,471.738,0.542827,20,394.72,63.76,330.96,37,356.08,331.08,3,13.72,686.08,8,42.64,608.36,4,196.76,608.84,14,74.88,470.8,30,533.68,331.08,1,869.08,330.96
Result 1,Trial   218,Arena 2,Novel,CH2_14.01.16_DVR3,F,0072,Low,573.578,0.75858,19,634.2,190.32,444.08,27,89.68,443.88,6,14.76,521.24,13,75.88,506.4,6,247.4,518.72,11,72.92,504.4,24,245.52,443.88,1,756.16,443.88
Result 1,Trial   218,Arena 3,Novel,CH2_14.01.16_DVR3,F,0122,High,450.277,0.595509,21,778.2,334.32,443.96,25,18.8,443.88,11,37.92,505.84,22,176.72,469.32,7,258.72,504.68,12,119.44,468.12,26,43.68,443.88,1,756.16,443.88
Result 1,Trial   218,Arena 4,Novel,CH2_14.01.16_DVR3,M,0104,High,403.33,0.336108,16,916.92,916.92,0,24,71.16,806.2,0,0,-,4,22.8,893.32,3,111.68,896,6,13.44,891.4,18,158,806.2,1,1200.04,0
Result 1,Trial   219,Arena 1,Novel,CH3_14.01.16_DVR3,F,0085,High,421.119,0.366726,13,680.64,628.96,51.68,25,146.64,280.28,4,32.76,351.8,8,53.76,340.56,4,182.72,346.56,9,96.4,335.96,18,240.28,280.28,1,1148.36,51.68
Result 1,Trial   219,Arena 2,Novel,CH3_14.01.16_DVR3,F,0091,Low,382.185,0.55534,10,995.52,483.84,510.68,34,59.48,510.76,0,0,-,3,9.92,643.64,3,37,641.04,8,28.96,636.8,15,138.56,510.76,1,688.36,510.68
Result 1,Trial   219,Arena 3,Novel,CH3_14.01.16_DVR3,F,0139,Low,486.596,0.510679,16,591.32,344.16,247.16,18,51.12,396.88,3,7.36,502.72,8,66,482.48,5,360.48,481.12,10,35.36,477.84,20,212.88,396.88,1,952.88,247.16
Result 1,Trial   219,Arena 4,Novel,CH3_14.01.16_DVR3,M,0133,High,912.799,1.08698,50,653.28,293.04,360.24,64,138.04,360.68,9,16.4,418.2,25,100.96,403.88,10,158.44,404.44,20,82.28,402.64,59,306.04,360.68,1,839.8,360.24
Result 1,Trial   220,Arena 1,Novel,CH4_14.01.16_DVR3,M,0042,High,593.31,0.494425,19,490.08,490.08,274.52,40,402.36,0,3,3.24,257,11,30.36,252.72,8,77.04,252.76,16,47.4,250.48,28,585.52,0,1,1200.04,0
Result 1,Trial   220,Arena 2,Novel,CH4_14.01.16_DVR3,F,0098,High,783.279,0.862187,36,546.12,254.6,291.52,49,196.68,291.68,7,21.88,419.12,16,61.56,410.44,9,206.24,415.48,17,77.56,409.32,44,370.12,291.68,1,908.52,291.52
Result 1,Trial   220,Arena 3,Novel,CH4_14.01.16_DVR3,F,0079,High,8.3988,0.12687,7,1197.04,63.24,1133.8,6,3,1133.96,0,0,-,0,0,-,0,0,-,0,0,-,6,3,1133.96,1,66.24,1133.8
Result 1,Trial   220,Arena 4,Novel,CH4_14.01.16_DVR3,F,0130,Low,724.526,0.928071,9,517.12,97.8,419.32,15,46.36,420.04,0,0,-,3,26.96,480.96,6,303.6,482.56,24,96.48,464.6,27,282.84,420.04,1,780.72,419.32
Result 1,Trial   221,Arena 1,Novel,CH1_15.01.16_DVR3,F,0086,High,248.318,0.412406,9,932.32,334.44,597.88,17,55.72,598,2,29.6,653,4,20.68,643.2,2,86.72,648.24,6,54.32,642.48,12,126.68,598,1,602.16,597.88
Result 1,Trial   221,Arena 2,Novel,CH1_15.01.16_DVR3,F,0082,Low,189.751,0.381578,3,1071.36,368.64,713.16,5,37.8,702.72,1,1,752.2,2,23.92,730.44,3,45.04,726.44,5,19.92,721.44,5,63.72,702.72,1,497.32,702.72
Result 1,Trial   221,Arena 3,Novel,CH1_15.01.16_DVR3,F,0073,Low,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   221,Arena 4,Novel,CH1_15.01.16_DVR3,F,0121,High,326.833,0.770688,10,960.6,184.68,775.92,13,30.44,911.88,2,5.56,963.12,6,34.36,948.92,3,118.68,950.24,6,21.76,946.88,13,99,911.88,1,424.12,775.92
Result 1,Trial   222,Arena 1,Novel,CH2_15.01.16_DVR3,M,0070,High,262.418,0.218682,10,16.16,16.16,714.24,35,845.6,84.2,1,2.96,1162.76,3,21.56,1027.28,2,55.68,1026.96,6,31.72,65.84,14,1096.48,0,1,1200.04,0
Result 1,Trial   222,Arena 2,Novel,CH2_15.01.16_DVR3,F,0072,Low,411.128,1.09401,19,960.52,136.32,824.2,29,29.88,824.28,6,30,922.08,16,82.64,919.4,6,126.72,918.08,11,58.88,915.4,23,53.92,824.28,1,375.84,824.2
Result 1,Trial   222,Arena 3,Novel,CH2_15.01.16_DVR3,F,0122,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Result 1,Trial   222,Arena 4,Novel,CH2_15.01.16_DVR3,M,0104,High,-,-,-,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
