"Result","Trial","Arena","Assay","ChDate","Sex","LizID","LizID_etho","Trt","TotalDist","Velocity","NovItem_Freq","NovItem_Duration","NovItem_LatFirst","NovZone_Freq","NovZone_Duration","NovZone_LatFirst","Hide_Freq","Hide_Duration","Hide_DurationOrig","Hide_LatFirst","Entry_Freq","Entry_Duration","Entry_LatFirst","Social_Freq","Social_Duration","Social_LatFirst","Neutral_Freq","Neutral_Duration","Neutral_LatFirst","Asocial_Freq","Asocial_Duration","Asocial_LatFirst","Arena_Freq","Arena_Duration","Arena_LatFirst","LizID_nums","LizID_num","liz_capture_date","liz_collect_site","date_of_measurements","hlen","hwid","EndMass","mass","svl","tail_length","liz_status","liz_death_date","liz_notes"
"Result 1","Trial   191","Arena 1","Novel","CH3_12.01.16_DVR1","F","ld0087",87,"High",886.041,"1.05236",0,0,NA,0,0,NA,96,472.68,114.64,0,102,198.96,358.04,9,305.4,413.2,19,46.8,410.68,107,375.16,358.04,1,842,358.04,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial   191","Arena 1","Novel","CH3_07.01.16_DVR3","F","ld0085",85,"High",419.703,"0.578326",0,0,NA,10,194.36,495.56,17,584.12,109.84,0,20,108.36,474.28,4,221.76,510.36,11,140.68,494.48,25,253.48,474.28,1,725.76,474.28,NA,85,"5/09/2015","SP","5/09/2015",7.16,5.16,1.226,1.1,40,40,"ALIVE","","few bite marks on ventral. Regrown tail "
"Result 1","Trial   191","Arena 2","Novel","CH3_12.01.16_DVR1","F","ld0037",37,"Low",698.947,"0.839435",3,9.4,469.16,8,17.28,467.64,64,661.28,294.04,0,70,163.88,366.84,6,151.72,466.92,14,58.2,463.08,73,328.84,366.84,1,832.8,366.84,37,NA,"30/08/2015","UNSWKen","30/08/2015",7.73,5.29,1.603,1.8,46,64,"DEAD","3/06/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial   191","Arena 2","Novel","CH3_07.01.16_DVR2","F","ld0025",25,"Low",29.7318,"0.0518445",0,0,NA,0,0,NA,8,882.24,255.72,0,8,317.8,626.6,0,0,NA,0,0,NA,8,317.8,626.6,1,573.52,626.52,25,NA,"30/08/2015","UNSWKen","30/08/2015",7.99,5.84,1.57,1.9,47,61,"ALIVE","","double tail/split tail at tip. shedding at time of processing"
"Result 1","Trial   191","Arena 2","Novel","CH3_07.01.16_DVR3","F","ld0091",91,"Low",112.408,"0.823379",0,0,NA,1,5.4,1070.24,1,1141.8,78.32,0,4,3.36,1063.48,0,0,NA,5,19.92,1067.36,6,38.32,1063.48,1,136.56,1063.48,NA,91,"5/09/2015","SP","5/09/2015",7.57,5.22,1.118,1.3,42,63,"ALIVE","",""
"Result 1","Trial   191","Arena 3","Novel","CH3_07.01.16_DVR2","F","ld0032",32,"Low",283.316,"0.397781",0,0,NA,6,33.72,489.16,26,650.44,162.68,0,31,344.44,503.56,1,50.96,722.92,5,54.24,487.76,30,443.28,502.92,1,712.28,487.76,32,NA,"30/08/2015","UNSWKen","30/08/2015",7.54,5.28,1.338,1.5,44,66,"ALIVE","","bite marks (i.e. from copulation) on ventral, Updated tc from tc0052 on 6/12/16"
"Result 1","Trial   191","Arena 3","Novel","CH3_07.01.16_DVR3","F","ld0139",139,"Low",57.3809,"0.0478174",0,0,NA,1,10.2,128.04,4,1055.88,1055.88,125.44,33,48,0.64,0,0,NA,1,15.36,127.16,5,128.8,0,1,1200.04,0,NA,139,"7/09/2015","MP","7/09/2015",6.9,4.93,1.019,1,38,26,"ALIVE","","dropped tail, one bite mark, Updated tc from tc0324 on 6/12/16"
"Result 1","Trial   191","Arena 4","Novel","CH3_12.01.16_DVR1","F","ld0120",120,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,120,NA,"5/09/2015","SP","5/09/2015",6.92,5.26,1.266,1.2,41,55,"ALIVE","","regrown tail at the tip"
"Result 1","Trial   191","Arena 4","Novel","CH3_07.01.16_DVR2","F","ld0040",40,"High",29.4065,"0.0390919",0,0,NA,0,0,NA,14,1001.24,553.48,0,15,198.8,447.76,0,0,NA,0,0,NA,15,198.8,447.76,1,752.28,447.76,40,NA,"30/08/2015","UNSWKen","30/08/2015",7.22,5.12,1.188,1.1,42,51,"DEAD","13/06/2016",""
"Result 1","Trial   192","Arena 1","Novel","CH4_12.01.16_DVR1","F","ld0102",102,"High",876.103,"1.00374",0,0,NA,2,16.4,399.6,113,573.4,246.36,0,117,154.28,326.84,9,185.04,400.04,20,100.24,396.6,124,341.36,326.84,1,873,326.56,102,NA,"5/09/2015","SP","5/09/2015",7.35,5.02,1.338,1.2,42,61,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   192","Arena 2","Novel","CH4_07.01.16_DVR3","F","ld0098",98,"High",642.592,"0.810494",2,19.76,558.8,9,75.4,428.6,42,564.84,157.76,0,48,119.96,422.6,9,198.96,439.32,15,110.72,427.24,48,325.52,422.6,1,792.96,407.08,NA,98,"5/09/2015","SP","5/09/2015",7.33,5.23,1.272,1.3,42,52,"ALIVE","","regrown tail, Updated tc from tc0220 on 6/12/16"
"Result 1","Trial   192","Arena 3","Novel","CH4_07.01.16_DVR2","F","ld0152",152,"Low",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,152,NA,"8/09/2015","UNSWKen","8/09/2015",7.34,5.08,1.265,1.1,40,55,"ALIVE","","big bite mark, tail broken at tip, Updated tc from tc0310 on 6/12/16"
"Result 1","Trial   192","Arena 3","Novel","CH4_07.01.16_DVR3","F","ld0079",79,"High",57.546,"0.0790511",0,0,NA,1,11.84,527.4,5,551,79.08,0,7,137.92,462.08,0,0,NA,1,19.72,525.12,6,629.32,462.08,1,728.12,462.04,NA,79,"5/09/2015","SP","5/09/2015",7.02,4.8,1.164,1.1,38,53,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   192","Arena 4","Novel","CH4_12.01.16_DVR1","F","ld0010",10,"Low",164.188,"0.514244",0,0,NA,1,37.72,944.4,12,921.16,40.44,0,16,162.52,880.72,3,4.44,961.48,7,58.24,890.56,17,216.2,880.72,1,319.32,880.72,10,NA,"30/08/2015","UNSWKen","30/08/2015",7.49,5.95,1.372,1.5,45,73,"ALIVE","","missing digits, thus toeclip based on missing digit, Updated tc from tc4050 on 6/12/16"
"Result 1","Trial   192","Arena 4","Novel","CH4_07.01.16_DVR2","F","ld0016",16,"High",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,16,NA,"30/08/2015","UNSWKen","30/08/2015",7.4,5.49,1.443,1.4,41,66,"ALIVE","","Updated tc from tc0024 on 6/12/16"
"Result 1","Trial   192","Arena 4","Novel","CH4_07.01.16_DVR3","F","ld0130",130,"Low",144.062,"0.219459",3,11,702.72,6,144.76,566.96,18,1022.32,478.76,0,18,9.72,543.68,5,132.88,586.6,6,33.72,566.48,18,11.12,543.68,1,656.48,543.56,NA,130,"7/09/2015","MP","7/09/2015",7.01,5.17,NA,1,40,55,"ALIVE","",""
"Result 1","Trial   193","Arena 1","Novel","CH1_08.01.16_DVR2","F","ld0103",103,"Low",118.59,"0.184593",0,0,NA,0,0,NA,16,884.24,326.68,0,17,249.84,557.56,0,0,NA,1,1.56,972.36,18,314.24,557.56,1,642.48,557.56,103,NA,"5/09/2015","SP","5/09/2015",6.96,4.65,0.973,0.9,38,61,"ALIVE","",""
"Result 1","Trial   193","Arena 1","Novel","CH1_08.01.16_DVR3","F","ld0086",86,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,86,"5/09/2015","SP","5/09/2015",7.23,4.9,1.142,1.1,41,58,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   193","Arena 2","Novel","CH1_13.01.16_DVR1","F","ld0109",109,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,109,NA,"5/09/2015","SP","5/09/2015",7.13,4.85,1.127,1.1,39,54,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   193","Arena 2","Novel","CH1_08.01.16_DVR2","F","ld0148",148,"Low",0,"0",0,0,NA,0,0,NA,0,1200.04,0,0,NA,0,NA,0,0,NA,0,0,NA,0,0,0,1,0,NA,148,NA,"8/09/2015","UNSWKen","8/09/2015",6.99,4.93,1.008,0.9,37,57,"ALIVE","",""
"Result 1","Trial   193","Arena 2","Novel","CH1_08.01.16_DVR3","F","ld0082",82,"Low",1029.71,"1.2402",3,7.92,837.72,13,63.88,382.08,6,481.72,112,0,9,47.88,380.48,10,333.72,385.36,21,75.96,381.04,17,308.64,380.48,1,830.32,369.72,NA,82,"5/09/2015","SP","5/09/2015",7.29,5.07,1.17,1.1,40,55,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   193","Arena 3","Novel","CH1_13.01.16_DVR1","F","ld0132",132,"Low",580.576,"0.713168",0,0,NA,3,7.2,431,56,525.76,139.84,0,82,102.48,385.92,3,104,493.64,10,102.08,427.8,63,468.2,385.92,1,814.12,385.92,132,NA,"7/09/2015","MP","7/09/2015",6.8,4.93,0.989,1.1,38,37,"ALIVE","","3 bite marks, regrown tail, Updated tc from tc0313 on 6/12/16"
"Result 1","Trial   193","Arena 3","Novel","CH1_08.01.16_DVR3","F","ld0073",73,"Low",768.085,"1.25792",2,2.64,802.84,9,48.72,606.08,15,653.36,63.96,0,33,164.36,589.4,7,168.68,608.6,14,52.72,603.52,23,325.28,589.4,1,610.64,589.4,NA,73,"1/09/2015","SP","1/09/2015",6.96,4.98,1.078,1,40,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   193","Arena 4","Novel","CH1_13.01.16_DVR1","F","ld0058",58,"High",605.739,"0.608196",0,0,NA,9,48.68,317.68,82,504.48,300.56,0,90,45.36,257.72,5,248.48,312.96,11,140.68,296.12,88,306.4,257.72,1,996.12,203.4,58,NA,"1/09/2015","SP","1/09/2015",7.29,5.07,1.201,1.1,40,64,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   193","Arena 4","Novel","CH1_08.01.16_DVR2","F","ld0126",126,"High",546.872,"0.455727",0,0,NA,7,87.68,666.2,9,217.04,217.04,104.84,17,382.76,102.12,6,193.92,669.24,11,81.8,665.76,15,707.28,0,1,1200.04,0,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial   193","Arena 4","Novel","CH1_08.01.16_DVR3","F","ld0121",121,"High",397.172,"0.746284",1,18.32,911.56,4,45.28,895.16,20,840.32,172.52,0,26,64.16,736.76,3,91.08,911.56,10,54.84,794.4,26,213.8,736.76,1,532.24,667.8,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial   194","Arena 1","Novel","CH2_08.01.16_DVR2","F","ld0096",96,"High",279.293,"0.57863",1,10.52,892.84,4,83.76,850.4,18,723.12,5.8,0,20,122.12,717.32,4,196.64,816.2,7,49.88,812.84,22,229.28,717.32,1,482.72,717.32,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial   194","Arena 2","Novel","CH2_08.01.16_DVR3","F","ld0072",72,"Low",408.402,"0.635428",5,16.08,634.44,7,40.96,628.16,15,769.64,212.36,0,31,83.56,557.4,5,143.64,630.36,9,46.2,627.04,19,240.56,557.4,1,642.76,557.28,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   194","Arena 3","Novel","CH2_13.01.16_DVR1","F","ld0050",555,"Low",1149.68,"0.958195",0,0,NA,8,19.56,15.76,85,143.84,143.8,12.16,103,429.4,0,12,227.68,20.92,28,114.28,13.8,102,714.24,0,1,1200,0,555,NA,"1/09/2015","SP","1/09/2015",6.97,5.04,0.995,0.9,38,43,"DEAD","23/09/2016","regrown tail "
"Result 1","Trial   194","Arena 3","Novel","CH2_08.01.16_DVR3","F","ld0122",122,"High",573.633,"0.478028",6,48.04,644.08,16,101.16,638.72,19,712.84,712.84,0,25,107.8,619.24,7,249,638.72,12,37.12,635.76,24,201.08,619.24,1,1200.04,0,NA,122,"5/09/2015","SP","5/09/2015",7.63,5.38,1.446,1.2,43,65,"ALIVE","","updated tc from tc0255 on 6/12/16"
"Result 1","Trial   194","Arena 4","Novel","CH2_13.01.16_DVR1","F","ld0012",12,"High",530.977,"0.44248",0,0,NA,4,14,422.32,46,401.64,401.64,412.68,55,448.64,0,4,128.92,428.84,12,54.44,421.52,55,615.04,0,1,1200.04,0,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial   194","Arena 4","Novel","CH2_08.01.16_DVR2","F","ld0033",33,"High",361.486,"0.478815",8,34.84,747.72,12,134.08,743.6,11,492.48,47.44,0,17,348.4,445.04,4,182.52,746.36,9,84.72,737.28,15,440.32,445.04,1,755,445.04,33,NA,"30/08/2015","UNSWKen","30/08/2015",6.88,5.27,1.103,1.2,40,63,"MISSING","","missing digits, thus toeclip based on missing digit, Updated tc from tc5005 on 6/12/16"
"Result 1","Trial   195","Arena 1","Novel","CH3_13.01.16_DVR1","F","ld0087",87,"High",801.875,"0.78247",3,6.4,190.32,13,75.68,184.72,89,283,107.8,0,99,217,175.2,8,267.2,192.48,17,149.48,183.48,99,500.36,175.2,1,1024.84,175.2,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial   195","Arena 1","Novel","CH3_08.01.16_DVR3","F","ld0085",85,"High",489.152,"0.714299",6,31.64,603,15,119.76,596.36,29,602,86.8,0,34,110.76,516.16,5,257.56,599.2,11,87.24,592.92,35,253.24,516.16,1,684.84,515.2,NA,85,"5/09/2015","SP","5/09/2015",7.16,5.16,1.226,1.1,40,40,"ALIVE","","few bite marks on ventral. Regrown tail "
"Result 1","Trial   195","Arena 2","Novel","CH3_13.01.16_DVR1","F","ld0037",37,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,37,NA,"30/08/2015","UNSWKen","30/08/2015",7.73,5.29,1.603,1.8,46,64,"DEAD","3/06/2016","missing digits, thus toeclip based on missing digit"
"Result 1","Trial   195","Arena 2","Novel","CH3_08.01.16_DVR2","F","ld0025",25,"Low",134.826,"0.320587",3,14.8,933.24,6,27.28,932.24,7,972.28,192.84,0,8,83.12,779.44,3,71.88,932.56,4,27.48,930.72,8,128.4,779.44,1,420.6,779.44,25,NA,"30/08/2015","UNSWKen","30/08/2015",7.99,5.84,1.57,1.9,47,61,"ALIVE","","double tail/split tail at tip. shedding at time of processing"
"Result 1","Trial   195","Arena 2","Novel","CH3_08.01.16_DVR3","F","ld0091",91,"Low",173.46,"0.628934",2,3.32,1134,4,19.48,1033.16,18,1063.32,139.12,0,24,30.52,929.6,2,42.4,1036.2,4,9.8,1031.76,20,84.52,929.6,1,275.84,924.2,NA,91,"5/09/2015","SP","5/09/2015",7.57,5.22,1.118,1.3,42,63,"ALIVE","",""
"Result 1","Trial   195","Arena 3","Novel","CH3_08.01.16_DVR2","F","ld0032",32,"Low",278.23,"0.374994",0,0,NA,4,35,750.28,13,713.96,255.92,0,20,329.92,458.04,2,25.8,1110.6,5,57.08,749.84,17,402.52,458.04,1,742,458.04,32,NA,"30/08/2015","UNSWKen","30/08/2015",7.54,5.28,1.338,1.5,44,66,"ALIVE","","bite marks (i.e. from copulation) on ventral, Updated tc from tc0052 on 6/12/16"
"Result 1","Trial   195","Arena 3","Novel","CH3_08.01.16_DVR3","F","ld0139",139,"Low",306.701,"0.384375",0,0,NA,5,22.16,555.2,24,830.96,428.88,0,29,149,402.08,4,80.16,555.24,9,56.88,538.44,29,232.04,402.08,1,797.96,402.08,NA,139,"7/09/2015","MP","7/09/2015",6.9,4.93,1.019,1,38,26,"ALIVE","","dropped tail, one bite mark, Updated tc from tc0324 on 6/12/16"
"Result 1","Trial   195","Arena 4","Novel","CH3_13.01.16_DVR1","F","ld0120",120,"High",507.332,"0.511094",0,0,NA,0,0,NA,69,664.84,457.48,0,69,308.68,347.84,4,103.64,472.28,10,27.24,419.8,75,404.32,347.84,1,992.68,207.36,120,NA,"5/09/2015","SP","5/09/2015",6.92,5.26,1.266,1.2,41,55,"ALIVE","","regrown tail at the tip"
"Result 1","Trial   195","Arena 4","Novel","CH3_08.01.16_DVR2","F","ld0040",40,"High",38.7098,"0.0711264",0,0,NA,0,0,NA,5,664.12,8.36,0,6,535.92,655.76,0,0,NA,0,0,NA,6,535.92,655.76,1,544.28,655.76,40,NA,"30/08/2015","UNSWKen","30/08/2015",7.22,5.12,1.188,1.1,42,51,"DEAD","13/06/2016",""
"Result 1","Trial   196","Arena 1","Novel","CH4_13.01.16_DVR1","F","ld0102",102,"High",807.17,"0.672642",3,6.12,329.6,9,130,321.52,76,233.08,233.08,258.64,82,410.84,0,7,298.24,308.32,18,139.28,303.52,87,529.44,0,1,1200.04,0,102,NA,"5/09/2015","SP","5/09/2015",7.35,5.02,1.338,1.2,42,61,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   196","Arena 2","Novel","CH4_08.01.16_DVR3","F","ld0098",98,"High",478.294,"0.632397",4,22.76,765.96,9,53.16,757.4,22,798.88,355.2,0,28,58.88,738.92,7,126.68,765.96,13,89.56,755.96,28,184.92,738.92,1,756.36,443.68,NA,98,"5/09/2015","SP","5/09/2015",7.33,5.23,1.272,1.3,42,52,"ALIVE","","regrown tail, Updated tc from tc0220 on 6/12/16"
"Result 1","Trial   196","Arena 3","Novel","CH4_08.01.16_DVR2","F","ld0152",152,"Low",495.403,"0.617956",1,0.16,684.88,9,88.2,544.84,11,513.6,115.28,0,21,297.84,398.32,9,222.32,549.72,16,75.48,542.6,18,388.64,398.32,1,801.72,398.32,152,NA,"8/09/2015","UNSWKen","8/09/2015",7.34,5.08,1.265,1.1,40,55,"ALIVE","","big bite mark, tail broken at tip, Updated tc from tc0310 on 6/12/16"
"Result 1","Trial   196","Arena 3","Novel","CH4_08.01.16_DVR3","F","ld0079",79,"High",0,"0",0,0,NA,0,0,NA,1,1200.04,0,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,NA,79,"5/09/2015","SP","5/09/2015",7.02,4.8,1.164,1.1,38,53,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   196","Arena 4","Novel","CH4_13.01.16_DVR1","F","ld0010",10,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,10,NA,"30/08/2015","UNSWKen","30/08/2015",7.49,5.95,1.372,1.5,45,73,"ALIVE","","missing digits, thus toeclip based on missing digit, Updated tc from tc4050 on 6/12/16"
"Result 1","Trial   196","Arena 4","Novel","CH4_08.01.16_DVR2","F","ld0016",16,"High",235.235,"0.394108",1,5.84,707.44,5,48.04,696.36,20,896.16,293.04,0,21,142.28,612.04,2,81.2,704.48,5,53.76,695.6,22,168.92,612.04,1,596.92,603.12,16,NA,"30/08/2015","UNSWKen","30/08/2015",7.4,5.49,1.443,1.4,41,66,"ALIVE","","Updated tc from tc0024 on 6/12/16"
"Result 1","Trial   196","Arena 4","Novel","CH4_08.01.16_DVR3","F","ld0130",130,"Low",318.492,"0.960124",1,3.4,947.4,7,64.96,938.44,17,970.56,102.28,0,19,27.12,921.6,5,125.64,939.16,7,47,934.92,19,56.84,921.6,1,331.76,868.28,NA,130,"7/09/2015","MP","7/09/2015",7.01,5.17,NA,1,40,55,"ALIVE","",""
"Result 1","Trial   197","Arena 1","Novel","CH1_09.01.16_DVR2","F","ld0103",103,"Low",83.4783,"0.141144",0,0,NA,0,0,NA,3,754.52,145.96,0,4,409.92,608.56,0,0,NA,1,6.12,1193.92,4,439.4,608.56,1,591.48,608.56,103,NA,"5/09/2015","SP","5/09/2015",6.96,4.65,0.973,0.9,38,61,"ALIVE","",""
"Result 1","Trial   197","Arena 1","Novel","CH1_09.01.16_DVR3","F","ld0086",86,"High",222.585,"0.185488",0,0,NA,3,40.08,853.32,4,76.44,76.44,924.6,12,963.44,0,8,53.44,858.68,11,38.76,847.44,8,1031.4,0,1,1200.04,0,NA,86,"5/09/2015","SP","5/09/2015",7.23,4.9,1.142,1.1,41,58,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   197","Arena 2","Novel","CH1_14.01.16_DVR1","F","ld0109",109,"Low",0,"0",0,0,NA,0,0,NA,1,1200.04,1200.04,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,1200.04,0,109,NA,"5/09/2015","SP","5/09/2015",7.13,4.85,1.127,1.1,39,54,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   197","Arena 2","Novel","CH1_09.01.16_DVR2","F","ld0148",148,"Low",61.9321,"0.105535",0,0,NA,0,0,NA,7,770.52,157.36,0,7,429.52,613.16,0,0,NA,0,0,NA,7,429.52,613.16,1,586.88,613.16,148,NA,"8/09/2015","UNSWKen","8/09/2015",6.99,4.93,1.008,0.9,37,57,"ALIVE","",""
"Result 1","Trial   197","Arena 2","Novel","CH1_09.01.16_DVR3","F","ld0082",82,"Low",516.849,"0.430708",0,0,NA,1,4.48,886.84,9,90.28,90.28,794.28,11,812.2,0,5,147.32,894.12,10,50,885.16,14,912.44,0,1,1200.04,0,NA,82,"5/09/2015","SP","5/09/2015",7.29,5.07,1.17,1.1,40,55,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   197","Arena 3","Novel","CH1_14.01.16_DVR1","F","ld0132",132,"Low",344.96,"0.785857",0,0,NA,6,26.8,891.72,37,876.16,115.12,0,39,73.52,761.28,3,113.6,890.16,5,26.76,885.48,39,183.52,761.28,1,439,761.04,132,NA,"7/09/2015","MP","7/09/2015",6.8,4.93,0.989,1.1,38,37,"ALIVE","","3 bite marks, regrown tail, Updated tc from tc0313 on 6/12/16"
"Result 1","Trial   197","Arena 3","Novel","CH1_09.01.16_DVR3","F","ld0073",73,"Low",113.441,"0.0945342",0,0,NA,1,10.28,848,4,315.16,315.16,811.56,13,835.92,0,1,17.28,883.32,3,19.64,846.72,7,847.96,0,1,1200.04,0,NA,73,"1/09/2015","SP","1/09/2015",6.96,4.98,1.078,1,40,60,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   197","Arena 4","Novel","CH1_14.01.16_DVR1","F","ld0058",58,"High",290.678,"0.42992",8,45.24,917.52,11,61.92,885.4,16,596.08,72.2,0,26,260.2,523.96,3,127.36,787.72,6,53.88,780.52,19,422.72,523.96,1,676.16,523.88,58,NA,"1/09/2015","SP","1/09/2015",7.29,5.07,1.201,1.1,40,64,"ALIVE","","bite marks (i.e. from copulation) on ventral"
"Result 1","Trial   197","Arena 4","Novel","CH1_09.01.16_DVR2","F","ld0126",126,"High",371.439,"0.412949",0,0,NA,2,15.88,557.24,25,329.64,29.12,0,48,330.52,300.52,2,66.56,773.28,8,67.44,554.92,32,736.4,300.52,1,899.52,300.52,126,NA,"7/09/2015","MP","7/09/2015",7.12,5.18,1.114,1,40,43,"ALIVE","","2 bite marks, regrown tail"
"Result 1","Trial   197","Arena 4","Novel","CH1_09.01.16_DVR3","F","ld0121",121,"High",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,"5/09/2015","SP","5/09/2015",6.9,4.73,1.066,0.9,37,59,"ALIVE","","Isolated for mite treatment 27.12.16, not very infested at all, but was in enclosure with infested indiv."
"Result 1","Trial   198","Arena 1","Novel","CH2_09.01.16_DVR2","F","ld0096",96,"High",574.285,"0.478571",0,0,NA,5,38.76,445.12,12,352.44,352.44,0,17,269.64,252.24,8,217,461.6,19,101.52,442.36,18,515.64,252.24,1,1200.04,0,96,NA,"5/09/2015","SP","5/09/2015",7.59,5.1,1.263,1.3,42,68,"ALIVE","","few bite marks on ventral. Partially regown tail "
"Result 1","Trial   198","Arena 2","Novel","CH2_09.01.16_DVR3","F","ld0072",72,"Low",469.119,"0.796197",0,0,NA,7,33.68,611.52,2,610.8,0.12,0,10,163.32,600.8,2,157.44,722.8,10,94.16,608.6,11,337.64,600.8,1,589.36,600.8,NA,72,"1/09/2015","SP","1/09/2015",7.35,5.17,1.246,1.2,42,46,"ALIVE","","few bite marks on ventral "
"Result 1","Trial   198","Arena 3","Novel","CH2_14.01.16_DVR1","F","ld0050",555,"Low",1041.28,"0.867736",12,22.72,258.6,28,123.28,234.52,57,6.36,6.36,192.36,84,383.52,0.52,11,282.28,241,22,149.36,201.16,68,762.04,0,1,1200.04,0,555,NA,"1/09/2015","SP","1/09/2015",6.97,5.04,0.995,0.9,38,43,"DEAD","23/09/2016","regrown tail "
"Result 1","Trial   198","Arena 3","Novel","CH2_09.01.16_DVR3","F","ld0122",122,"High",2.8e-13,"1.33e-15",0,0,NA,0,0,NA,1,1200.04,210.2,0,0,0,NA,0,0,NA,0,0,NA,0,0,NA,1,210.2,989.84,NA,122,"5/09/2015","SP","5/09/2015",7.63,5.38,1.446,1.2,43,65,"ALIVE","","updated tc from tc0255 on 6/12/16"
"Result 1","Trial   198","Arena 4","Novel","CH2_14.01.16_DVR1","F","ld0012",12,"High",548.556,"1.20403",14,67.96,776.92,28,90.4,754.88,64,833.96,89.56,0,68,53.4,744.48,8,176.8,776.32,15,63.36,753.88,71,125.92,744.48,1,455.64,744.4,12,NA,"30/08/2015","UNSWKen","30/08/2015",7.68,5.56,1.57,1.5,45,44,"ALIVE","","regrown tail"
"Result 1","Trial   198","Arena 4","Novel","CH2_09.01.16_DVR2","F","ld0033",33,"High",602.128,"0.665923",0,0,NA,4,33.08,367.2,41,430.04,134.24,0,53,270.72,295.8,5,148.4,493.84,16,139.36,366.16,51,482.24,295.8,1,904.24,295.8,33,NA,"30/08/2015","UNSWKen","30/08/2015",6.88,5.27,1.103,1.2,40,63,"MISSING","","missing digits, thus toeclip based on missing digit, Updated tc from tc5005 on 6/12/16"
"Result 1","Trial   199","Arena 1","Novel","CH3_14.01.16_DVR1","F","ld0087",87,"High",720.965,"0.600805",5,18.76,482.64,12,87.6,355.96,70,281.36,281.36,120.44,77,373.32,0,6,327.52,362.8,13,73.52,351.36,78,517.64,0,1,1200.04,0,87,NA,"5/09/2015","SP","5/09/2015",7.17,4.99,1.276,1.1,38,51,"ALIVE","",""
"Result 1","Trial   199","Arena 1","Novel","CH3_09.01.16_DVR3","F","ld0085",85,"High",584.118,"0.709501",1,2.32,1067.76,10,143.08,431.56,10,448.96,72.24,0,19,114.6,376.84,6,233.24,538.04,13,214.08,428.4,16,303.76,376.84,1,823.32,376.72,NA,85,"5/09/2015","SP","5/09/2015",7.16,5.16,1.226,1.1,40,40,"ALIVE","","few bite marks on ventral. Regrown tail "
